latitude,longitude,date,time
40.96,14.76,2023-08-27,1153
41.39,15.36,2023-08-27,1155
41.5,13.1,2023-08-28,11
41.5,13.1,2023-08-28,11
37.66,12.81,2023-08-28,13
37.66,12.81,2023-08-28,13
37.77,12.55,2023-08-28,13
37.77,12.55,2023-08-28,13
37.77,12.55,2023-08-28,13
37.72,13.29,2023-08-28,13
37.66,12.81,2023-08-28,13
37.66,12.81,2023-08-28,154
37.66,12.81,2023-08-28,154
37.82,14.71,2023-08-28,154
37.82,14.71,2023-08-28,154
39.6,15.83,2023-08-28,154
36.98,14.04,2023-08-29,1255
40.84,16.13,2023-08-29,1257
40.84,16.13,2023-08-29,1257
40.84,16.13,2023-08-29,1257
40.84,16.13,2023-08-29,1257
40.03,18.0,2023-08-30,1058
40.03,18.0,2023-08-30,1238
40.32,16.37,2023-08-30,1238
41.24,15.55,2023-08-31,1041
41.24,15.55,2023-08-31,1041
41.46,15.03,2023-09-01,1202
37.66,12.81,2023-09-03,1121
37.66,12.81,2023-09-03,1121
37.66,12.81,2023-09-03,1121
37.66,12.81,2023-09-03,1304
37.66,12.81,2023-09-03,1304
43.56,10.67,2023-09-03,1304
38.94,16.88,2023-09-04,1104
39.38,16.77,2023-09-04,1104
39.38,16.77,2023-09-04,1104
39.38,16.77,2023-09-04,1104
39.38,16.77,2023-09-04,1104
40.32,16.37,2023-09-04,1104
40.32,16.37,2023-09-04,1104
40.32,16.37,2023-09-04,1104
40.32,16.37,2023-09-04,1104
38.94,16.88,2023-09-04,1244
40.32,16.37,2023-09-04,1244
41.69,15.82,2023-09-04,1246
40.94,14.05,2023-09-05,1045
37.25,14.87,2023-09-05,1225
39.6,15.85,2023-09-05,1225
41.32,13.68,2023-09-08,1130
45.46,10.45,2023-09-08,1312
37.71,12.52,2023-09-09,1110
41.04,14.35,2023-09-09,1110
41.85,12.38,2023-09-09,1113
42.49,12.11,2023-09-09,1113
37.25,13.48,2023-09-09,1251
37.66,12.81,2023-09-09,1251
41.39,15.36,2023-09-09,1253
41.85,12.38,2023-09-09,1253
41.85,12.38,2023-09-09,1253
39.6,15.85,2023-09-10,1051
39.6,15.85,2023-09-10,1051
40.2,17.93,2023-09-10,1051
40.2,17.93,2023-09-10,1051
41.1,15.28,2023-09-10,1051
37.41,13.32,2023-09-10,1232
38.94,16.88,2023-09-10,1232
38.94,16.88,2023-09-10,1232
39.88,18.07,2023-09-10,1232
40.32,16.37,2023-09-10,1232
45.14,9.94,2023-09-12,30
39.77,16.32,2023-09-12,1153
40.32,16.37,2023-09-12,1153
43.86,7.77,2023-09-12,1336
36.68,14.96,2023-09-13,1134
37.33,14.03,2023-09-13,1134
37.15,13.66,2023-09-14,1117
37.15,13.66,2023-09-14,1117
36.98,14.04,2023-09-14,1117
36.98,14.04,2023-09-14,1117
36.98,14.04,2023-09-14,1117
36.98,14.04,2023-09-14,1117
36.98,14.04,2023-09-14,1117
37.12,14.22,2023-09-14,1117
37.15,13.66,2023-09-14,1117
43.97,11.11,2023-09-14,1117
43.97,11.11,2023-09-14,1117
36.98,14.04,2023-09-14,1255
37.33,14.03,2023-09-14,1255
37.59,13.76,2023-09-14,1255
37.72,13.29,2023-09-14,1255
37.72,13.29,2023-09-14,1255
37.59,12.89,2023-09-14,1255
37.59,12.89,2023-09-14,1255
37.59,12.89,2023-09-14,1255
37.59,12.89,2023-09-14,1255
37.59,12.89,2023-09-14,1255
37.59,12.89,2023-09-14,1255
37.59,12.89,2023-09-14,1255
37.66,12.81,2023-09-14,1255
45.48,10.21,2023-09-14,1257
45.48,10.21,2023-09-14,1257
37.25,14.87,2023-09-15,1238
38.9,16.26,2023-09-15,1238
41.33,15.46,2023-09-15,1238
41.46,15.03,2023-09-15,1238
40.32,16.37,2023-09-18,1142
37.38,13.42,2023-09-19,1121
37.66,12.81,2023-09-19,1121
37.66,12.81,2023-09-19,1121
37.59,12.89,2023-09-19,1121
40.4,16.33,2023-09-19,1121
40.4,16.33,2023-09-19,1121
40.74,15.67,2023-09-19,1121
40.74,15.67,2023-09-19,1121
41.1,15.28,2023-09-19,1123
37.15,13.66,2023-09-19,1301
37.15,13.66,2023-09-19,1301
37.59,12.89,2023-09-19,1304
37.59,12.89,2023-09-19,1304
37.59,12.89,2023-09-19,1304
38.06,15.53,2023-09-20,1104
37.81,13.78,2023-09-22,43
37.72,13.29,2023-09-22,1206
37.66,12.81,2023-09-22,1206
37.66,12.81,2023-09-22,1206
37.81,13.78,2023-09-22,1206
37.81,13.78,2023-09-22,1206
37.81,13.78,2023-09-22,1206
37.81,13.78,2023-09-22,1206
37.81,13.78,2023-09-22,1206
37.81,13.78,2023-09-22,1206
37.81,13.78,2023-09-22,1206
37.81,13.78,2023-09-22,1206
37.66,12.81,2023-09-22,1206
37.72,13.29,2023-09-22,1206
37.66,12.81,2023-09-22,1206
37.72,13.29,2023-09-22,1206
37.66,12.81,2023-09-22,1206
37.66,12.81,2023-09-22,1206
37.77,12.55,2023-09-22,1206
37.72,13.29,2023-09-22,1206
37.77,12.55,2023-09-22,1206
37.78,13.15,2023-09-22,1206
38.06,15.53,2023-09-22,1206
38.9,16.26,2023-09-22,1206
39.6,15.85,2023-09-22,1206
37.81,13.78,2023-09-23,26
37.81,13.78,2023-09-23,26
37.81,13.78,2023-09-23,26
37.69,14.99,2023-09-23,26
37.82,14.71,2023-09-23,26
37.82,14.71,2023-09-23,26
38.13,15.25,2023-09-23,26
38.13,15.25,2023-09-23,26
38.13,15.25,2023-09-23,26
37.82,14.71,2023-09-23,26
37.72,13.29,2023-09-23,206
37.15,13.66,2023-09-24,1310
37.33,14.03,2023-09-25,1110
37.41,13.32,2023-09-25,1251
37.33,14.03,2023-09-25,1251
37.33,14.03,2023-09-25,1251
37.33,14.03,2023-09-25,1251
40.03,18.0,2023-09-27,1032
39.77,16.32,2023-09-27,1212
37.12,14.22,2023-09-28,1153
37.66,12.81,2023-09-30,1117
37.77,12.55,2023-09-30,1117
37.59,13.76,2023-09-30,1255
37.77,12.55,2023-09-30,1255
37.72,13.29,2023-10-01,1058
40.03,18.0,2023-10-01,1058
40.2,17.93,2023-10-01,1058
40.51,16.75,2023-10-01,1058
40.84,16.13,2023-10-01,1058
41.17,15.13,2023-10-01,1238
41.17,15.13,2023-10-01,1238
41.6,15.66,2023-10-01,1238
40.03,18.0,2023-10-02,1038
41.63,14.94,2023-10-02,1041
41.63,14.94,2023-10-02,1041
37.41,13.32,2023-10-03,1200
38.79,15.2,2023-10-03,1200
38.79,15.2,2023-10-05,139
36.98,14.04,2023-10-05,1121
37.66,12.81,2023-10-05,1121
37.66,12.81,2023-10-05,1121
37.59,12.89,2023-10-05,1121
37.59,12.89,2023-10-05,1121
37.66,12.81,2023-10-05,1121
36.98,14.04,2023-10-05,1301
36.98,14.04,2023-10-05,1301
38.79,15.2,2023-10-06,122
38.79,15.2,2023-10-06,122
37.59,13.76,2023-10-06,1104
37.59,13.76,2023-10-06,1104
37.59,13.76,2023-10-06,1104
37.59,13.76,2023-10-06,1104
40.74,15.67,2023-10-06,1104
41.24,15.55,2023-10-06,1104
41.17,15.13,2023-10-06,1244
41.17,15.13,2023-10-06,1244
41.17,15.13,2023-10-06,1244
40.2,17.93,2023-10-07,1043
40.2,17.93,2023-10-07,1043
40.2,17.93,2023-10-07,1043
40.2,17.93,2023-10-07,1045
40.2,17.93,2023-10-07,1045
41.1,15.28,2023-10-07,1045
38.79,15.2,2023-10-07,1225
40.4,16.33,2023-10-08,1206
41.56,12.71,2023-10-08,1206
38.79,15.2,2023-10-10,5
38.79,15.2,2023-10-10,145
37.41,13.32,2023-10-10,1128
42.27,13.96,2023-10-10,1130
37.41,13.32,2023-10-10,1308
37.41,13.32,2023-10-10,1308
37.41,13.32,2023-10-10,1308
37.72,13.29,2023-10-10,1308
37.15,13.66,2023-10-11,1110
37.15,13.66,2023-10-11,1110
37.41,13.32,2023-10-11,1110
37.59,13.37,2023-10-11,1110
37.77,12.55,2023-10-11,1110
37.94,15.71,2023-10-11,1110
37.94,15.71,2023-10-11,1110
37.94,15.71,2023-10-11,1110
37.94,15.71,2023-10-11,1110
41.49,13.35,2023-10-11,1110
36.98,14.04,2023-10-11,1251
36.98,14.04,2023-10-11,1251
37.15,13.66,2023-10-11,1251
37.15,13.66,2023-10-11,1251
37.41,13.32,2023-10-11,1251
37.59,13.37,2023-10-11,1251
37.66,12.81,2023-10-11,1251
37.72,13.29,2023-10-11,1251
37.77,12.55,2023-10-11,1251
37.77,12.55,2023-10-11,1251
37.77,12.55,2023-10-11,1251
37.77,12.55,2023-10-11,1251
37.77,12.55,2023-10-11,1251
37.77,12.55,2023-10-11,1251
38.79,15.2,2023-10-11,1251
41.49,13.35,2023-10-11,1251
41.49,13.35,2023-10-11,1251
41.49,13.35,2023-10-11,1251
41.49,13.35,2023-10-11,1251
41.49,13.35,2023-10-11,1251
37.33,14.03,2023-10-12,1049
37.33,14.03,2023-10-12,1049
40.4,16.33,2023-10-12,1051
40.43,17.2,2023-10-12,1051
40.74,15.67,2023-10-12,1051
40.74,15.67,2023-10-12,1051
40.74,15.67,2023-10-12,1051
41.49,13.35,2023-10-12,1051
41.49,13.35,2023-10-12,1051
41.94,12.13,2023-10-12,1051
37.66,12.81,2023-10-12,1232
37.66,12.81,2023-10-12,1232
37.66,12.81,2023-10-12,1232
37.66,12.81,2023-10-12,1232
41.69,15.82,2023-10-12,1232
44.88,10.33,2023-10-15,9
37.72,13.29,2023-10-16,1117
37.82,14.71,2023-10-16,1117
36.98,14.35,2023-10-16,1255
37.77,12.55,2023-10-19,1200
37.72,13.29,2023-10-20,20
37.72,13.29,2023-10-20,200
37.72,13.29,2023-10-20,200
37.72,13.29,2023-10-20,200
38.13,15.25,2023-10-20,200
38.13,15.25,2023-10-20,200
39.59,8.86,2023-10-21,1121
39.18,9.56,2023-10-21,1304
36.98,14.04,2023-10-22,1104
37.25,14.87,2023-10-22,1104
41.1,15.28,2023-10-22,1104
41.1,15.28,2023-10-22,1104
37.94,15.71,2023-10-27,1110
41.98,14.5,2023-10-27,1253
37.82,14.71,2023-10-31,154
37.66,12.81,2023-11-06,1121
39.85,9.51,2023-11-06,1121
37.72,13.29,2023-11-06,1301
37.69,14.99,2023-11-13,1049
37.69,14.99,2023-11-13,1049
37.69,14.99,2023-11-13,1049
37.69,14.99,2023-11-13,1049
38.94,16.88,2023-11-13,1051
38.94,16.88,2023-11-13,1051
37.69,14.99,2023-11-13,1231
37.69,14.99,2023-11-14,52
37.59,13.76,2023-11-17,1117
39.85,9.51,2023-11-17,1117
37.94,15.71,2023-11-18,1238
38.94,16.88,2023-11-18,1238
45.14,9.94,2023-12-22,217
45.13,7.31,2023-12-23,1144
45.13,7.31,2023-12-23,1325
45.13,7.31,2023-12-23,1325
41.46,15.03,2023-12-24,1303
41.46,15.03,2023-12-24,1303
45.14,9.94,2024-01-20,1257
45.13,7.31,2024-01-24,1325
45.13,7.31,2024-01-24,1325
37.72,14.33,2024-01-25,1301
37.82,14.71,2024-02-06,1057
37.86,14.33,2024-02-16,1110
45.14,9.94,2024-03-06,30
45.14,9.94,2024-03-19,1113
45.14,9.94,2024-03-19,1113
37.82,14.71,2024-03-24,1117
37.82,14.71,2024-03-30,1104
37.86,14.33,2024-03-30,1104
39.38,16.77,2024-03-30,1104
41.32,13.68,2024-03-30,1104
39.61,9.59,2024-04-03,1130
38.9,16.26,2024-04-04,1251
39.09,16.87,2024-04-04,1251
37.94,15.71,2024-04-13,1140
37.34,14.59,2024-04-20,1110
37.25,14.87,2024-04-30,1
41.79,14.87,2024-05-04,1147
41.69,15.82,2024-05-17,1104
41.69,15.82,2024-05-17,1104
44.94,7.51,2024-05-21,1310
36.98,15.08,2024-05-22,1110
39.88,18.01,2024-05-22,1251
38.94,16.88,2024-05-23,1232
37.15,13.66,2024-06-06,1308
38.33,16.4,2024-06-07,1108
37.58,12.55,2024-06-07,1251
39.88,18.01,2024-06-07,1251
39.88,18.01,2024-06-07,1251
37.69,14.99,2024-06-08,1049
37.69,14.99,2024-06-08,1049
38.33,16.4,2024-06-08,1049
38.33,16.4,2024-06-08,1049
38.33,16.4,2024-06-08,1049
40.03,18.0,2024-06-08,1049
40.03,18.0,2024-06-08,1049
40.03,18.0,2024-06-08,1049
41.24,15.55,2024-06-08,1051
41.24,15.55,2024-06-08,1051
39.38,16.77,2024-06-08,1229
39.38,16.77,2024-06-08,1229
40.03,18.0,2024-06-08,1232
40.03,18.0,2024-06-08,1232
40.03,18.0,2024-06-08,1232
40.03,18.0,2024-06-08,1232
40.43,17.2,2024-06-08,1232
40.43,17.2,2024-06-08,1232
40.43,17.2,2024-06-08,1232
36.98,14.35,2024-06-09,1212
40.03,18.0,2024-06-09,1212
40.84,16.13,2024-06-12,1255
40.84,16.13,2024-06-12,1255
40.03,18.0,2024-06-14,1217
