latitude,longitude,date,time,confidence,latitude_clean,longitude_clean
37.36,14.65,2022-09-01,1244,h,37.34,14.59
37.93,13.31,2022-09-01,1244,h,37.72,13.29
39.1,17.09,2022-09-02,1045,h,39.09,16.87
37.86,13.55,2022-09-04,1149,h,37.72,13.29
39.52,8.61,2022-09-05,1130,h,39.34,8.61
37.61,13.89,2022-09-05,1310,h,37.59,13.76
37.61,13.89,2022-09-05,1310,h,37.59,13.76
37.88,13.28,2022-09-05,1310,h,37.59,13.2
37.51,13.76,2022-09-06,1110,h,37.38,13.42
37.53,14.33,2022-09-06,1110,h,37.33,14.03
37.26,14.67,2022-09-06,1251,h,36.98,14.35
37.46,13.54,2022-09-06,1251,h,37.41,13.32
37.53,14.34,2022-09-06,1251,h,37.33,14.03
37.53,14.34,2022-09-06,1251,h,37.33,14.03
40.6,16.5,2022-09-07,1051,h,40.4,16.33
37.85,12.91,2022-09-07,1232,h,37.66,12.81
45.46,10.45,2022-09-09,30,h,45.46,10.45
37.21,14.71,2022-09-11,1117,h,36.98,14.35
37.35,14.49,2022-09-11,1117,h,37.12,14.22
37.5,13.89,2022-09-11,1117,h,37.21,13.54
37.5,13.9,2022-09-11,1117,h,37.21,13.54
37.53,14.38,2022-09-11,1117,h,37.33,14.03
37.55,13.44,2022-09-11,1117,h,37.41,13.32
37.59,13.04,2022-09-11,1117,h,37.59,12.89
37.6,13.95,2022-09-11,1117,h,37.59,13.76
37.78,12.81,2022-09-11,1117,h,37.66,12.81
37.79,12.94,2022-09-11,1117,h,37.66,12.81
37.81,13.51,2022-09-11,1117,h,37.72,13.29
37.81,13.51,2022-09-11,1117,h,37.72,13.29
37.86,13.32,2022-09-11,1117,h,37.72,13.29
37.86,13.32,2022-09-11,1117,h,37.72,13.29
37.3,14.34,2022-09-11,1255,h,36.98,14.04
37.43,13.83,2022-09-11,1255,h,37.15,13.66
37.54,13.32,2022-09-11,1255,h,37.41,13.32
37.54,13.32,2022-09-11,1255,h,37.41,13.32
37.55,13.45,2022-09-11,1255,h,37.41,13.32
37.55,13.45,2022-09-11,1255,h,37.41,13.32
37.85,12.89,2022-09-11,1255,h,37.66,12.81
37.86,13.2,2022-09-11,1255,h,37.59,12.89
37.97,15.8,2022-09-11,1255,h,37.94,15.71
37.98,15.81,2022-09-11,1255,h,37.94,15.71
37.98,15.8,2022-09-11,1255,h,37.94,15.71
45.15,9.94,2022-09-11,1257,h,45.14,9.94
37.55,13.56,2022-09-12,1058,h,37.41,13.32
37.74,14.06,2022-09-12,1058,h,37.59,13.76
37.78,13.55,2022-09-12,1058,h,37.72,13.29
37.79,13.55,2022-09-12,1058,h,37.72,13.29
36.79,14.69,2022-09-12,1238,h,36.79,14.68
41.31,15.42,2022-09-12,1238,h,41.1,15.28
40.4,16.33,2022-09-13,1041,h,40.4,16.33
40.41,16.33,2022-09-13,1041,h,40.4,16.33
41.55,15.89,2022-09-13,1219,h,41.41,15.65
37.95,13.72,2022-09-16,141,h,37.78,13.47
37.81,13.21,2022-09-16,1121,h,37.59,12.89
37.86,13.14,2022-09-16,1121,h,37.66,12.81
37.86,13.14,2022-09-16,1121,h,37.66,12.81
37.86,13.14,2022-09-16,1121,h,37.66,12.81
37.9,13.31,2022-09-16,1121,h,37.72,13.29
37.93,13.13,2022-09-16,1121,h,37.66,12.81
37.94,13.05,2022-09-16,1121,h,37.66,12.81
37.98,12.9,2022-09-16,1121,h,37.66,12.81
38.02,13.34,2022-09-16,1121,h,37.72,13.29
37.16,15.08,2022-09-16,1301,h,36.98,15.08
37.71,13.89,2022-09-16,1301,h,37.59,13.76
37.96,13.4,2022-09-16,1304,h,37.72,13.29
37.96,13.4,2022-09-16,1304,h,37.72,13.29
37.34,15.04,2022-09-17,1104,h,37.25,14.87
37.58,15.03,2022-09-17,1104,h,37.25,14.87
43.99,8.16,2022-09-17,1106,h,43.99,8.16
37.19,14.23,2022-09-17,1244,h,36.98,14.04
37.19,14.24,2022-09-17,1244,h,36.98,14.04
37.45,13.88,2022-09-17,1244,h,37.15,13.66
37.69,13.9,2022-09-17,1244,h,37.59,13.76
38.33,16.42,2022-09-17,1244,h,38.33,16.4
38.34,16.42,2022-09-17,1244,h,38.33,16.4
38.35,16.41,2022-09-17,1244,h,38.33,16.4
38.35,16.4,2022-09-17,1244,h,38.33,16.4
41.99,14.87,2022-09-17,1246,h,41.79,14.87
40.61,18.03,2022-09-18,1045,h,40.28,18.01
40.61,18.03,2022-09-18,1225,h,40.28,18.01
37.44,13.77,2022-09-19,1206,h,37.15,13.66
45.46,10.45,2022-09-20,24,h,45.46,10.45
45.46,10.45,2022-09-20,24,h,45.46,10.45
37.44,13.71,2022-09-20,1149,h,37.15,13.66
40.26,8.56,2022-09-21,1130,h,40.26,8.56
42.41,11.77,2022-09-21,1130,h,42.41,11.77
38.64,16.03,2022-09-22,1110,h,38.64,16.03
39.07,17.0,2022-09-23,1051,h,38.94,16.88
39.07,17.0,2022-09-23,1051,h,38.94,16.88
41.12,15.39,2022-09-23,1051,h,41.1,15.28
44.92,12.01,2022-09-23,1234,h,44.92,12.01
37.71,14.24,2022-10-02,1304,h,37.33,14.03
39.59,9.04,2022-10-02,1304,h,39.59,8.86
37.36,13.51,2022-10-03,1104,h,37.25,13.48
37.73,13.76,2022-10-03,1104,h,37.59,13.76
37.18,14.21,2022-10-03,1244,h,36.98,14.04
37.18,14.22,2022-10-03,1244,h,36.98,14.04
41.43,15.67,2022-10-03,1246,h,41.24,15.55
37.67,13.7,2022-10-05,1206,h,37.59,13.37
45.1,8.71,2022-10-07,1312,h,45.1,8.71
45.15,9.94,2022-10-07,1312,h,45.14,9.94
37.73,13.94,2022-10-08,1110,h,37.59,13.76
37.77,13.84,2022-10-08,1110,h,37.59,13.76
37.77,13.84,2022-10-08,1110,h,37.59,13.76
38.28,16.21,2022-10-08,1110,h,38.03,16.0
37.72,13.71,2022-10-08,1251,h,37.59,13.37
37.74,14.0,2022-10-08,1251,h,37.59,13.76
37.75,13.96,2022-10-08,1251,h,37.59,13.76
38.79,15.21,2022-10-12,154,h,38.79,15.2
39.6,9.04,2022-10-18,1304,h,39.59,8.86
37.28,14.71,2022-10-19,1244,h,37.21,14.36
37.96,15.23,2022-10-24,1251,h,37.69,14.99
41.6,15.42,2022-10-24,1253,h,41.39,15.36
41.58,15.37,2022-10-25,1051,h,41.46,15.03
38.16,15.41,2022-10-28,1134,h,38.13,15.25
39.6,9.13,2022-11-03,1304,h,39.59,8.86
45.15,9.94,2022-11-07,24,h,45.14,9.94
38.79,15.21,2022-11-09,1110,h,38.79,15.2
37.44,15.03,2022-11-24,7,h,37.25,14.87
37.44,15.03,2022-11-24,147,h,37.25,14.87
38.8,15.2,2022-12-05,0,h,38.79,15.2
37.75,15.01,2022-12-05,141,h,37.69,14.99
37.75,15.01,2022-12-05,141,h,37.69,14.99
38.79,15.21,2022-12-05,141,h,38.79,15.2
38.8,15.2,2022-12-05,141,h,38.79,15.2
38.8,15.2,2022-12-05,141,h,38.79,15.2
38.8,15.2,2022-12-05,141,h,38.79,15.2
38.8,15.21,2022-12-05,141,h,38.79,15.2
38.8,15.21,2022-12-05,141,h,38.79,15.2
38.8,15.21,2022-12-06,121,h,38.79,15.2
38.8,15.21,2022-12-09,26,h,38.79,15.2
38.79,15.21,2022-12-09,206,h,38.79,15.2
38.8,15.21,2022-12-09,206,h,38.79,15.2
38.8,15.21,2022-12-09,206,h,38.79,15.2
38.8,15.21,2022-12-09,206,h,38.79,15.2
38.8,15.22,2022-12-16,1255,h,38.79,15.2
37.75,15.01,2022-12-20,200,h,37.69,14.99
37.75,15.01,2022-12-21,143,h,37.69,14.99
37.75,15.03,2022-12-21,1301,h,37.69,14.99
37.75,15.02,2022-12-26,7,h,37.69,14.99
37.75,15.03,2022-12-26,7,h,37.69,14.99
37.75,15.01,2022-12-26,147,h,37.69,14.99
38.8,15.21,2022-12-26,147,h,38.79,15.2
37.75,15.02,2022-12-26,2348,h,37.69,14.99
37.75,15.01,2022-12-26,2348,h,37.69,14.99
37.76,15.01,2022-12-26,2348,h,37.69,14.99
37.74,15.03,2022-12-31,153,h,37.69,14.99
37.75,15.03,2022-12-31,153,h,37.69,14.99
37.75,15.01,2022-12-31,153,h,37.69,14.99
37.76,15.01,2022-12-31,153,h,37.69,14.99
37.75,15.03,2023-01-01,1255,h,37.69,14.99
37.76,15.03,2023-01-02,1057,h,37.69,14.99
38.8,15.21,2023-01-03,58,h,38.79,15.2
37.75,15.03,2023-01-05,200,h,37.69,14.99
37.76,15.03,2023-01-06,2,h,37.69,14.99
37.76,15.02,2023-01-06,2,h,37.69,14.99
37.76,15.02,2023-01-06,2,h,37.69,14.99
37.75,15.02,2023-01-13,1051,h,37.69,14.99
37.75,15.02,2023-01-16,153,h,37.69,14.99
37.75,15.01,2023-01-16,153,h,37.69,14.99
37.75,15.02,2023-01-16,153,h,37.69,14.99
45.14,9.94,2023-02-05,219,h,45.14,9.94
38.89,16.27,2023-02-24,1104,h,38.89,16.26
38.9,16.27,2023-02-24,1104,h,38.9,16.26
38.79,15.2,2023-02-28,7,h,38.79,15.2
38.79,15.21,2023-02-28,147,h,38.79,15.2
38.8,15.21,2023-02-28,147,h,38.79,15.2
38.79,15.21,2023-03-26,202,h,38.79,15.2
38.79,15.21,2023-03-26,202,h,38.79,15.2
38.8,15.21,2023-03-26,202,h,38.79,15.2
40.8,8.69,2023-03-26,1323,h,40.8,8.69
44.28,7.65,2023-04-01,1132,h,44.28,7.64
44.28,7.64,2023-04-01,1132,h,44.28,7.64
37.94,16.04,2023-04-13,1104,h,37.94,15.71
45.15,9.94,2023-04-15,224,h,45.14,9.94
38.38,16.19,2023-04-29,1246,h,38.03,16.0
44.94,7.51,2023-05-02,1331,h,44.94,7.51
37.77,12.55,2023-05-04,1253,h,37.58,12.55
37.77,12.55,2023-05-04,1253,h,37.58,12.55
45.46,10.46,2023-05-23,33,h,45.46,10.45
45.46,10.46,2023-05-25,1259,h,45.46,10.45
45.46,10.46,2023-06-08,213,h,45.46,10.45
39.08,8.53,2023-06-08,1155,h,39.08,8.47
39.41,16.25,2023-06-11,1238,h,39.41,16.25
39.08,9.02,2023-06-15,1123,h,39.08,9.02
36.98,14.42,2023-06-16,1244,h,36.98,14.35
37.39,15.05,2023-06-21,1110,h,37.25,14.87
37.39,15.05,2023-06-21,1110,h,37.25,14.87
39.54,8.76,2023-06-21,1113,h,39.27,8.76
37.01,14.35,2023-06-21,1251,h,36.98,14.35
40.98,16.93,2023-06-22,1232,h,40.96,16.84
44.94,7.51,2023-06-23,1217,h,44.94,7.51
41.77,15.3,2023-06-24,213,h,41.46,15.3
44.9,10.49,2023-06-26,1117,h,44.88,10.33
37.27,14.38,2023-06-26,1255,h,36.98,14.35
37.27,14.39,2023-06-26,1255,h,36.98,14.35
37.27,14.38,2023-06-26,1255,h,36.98,14.35
40.45,17.39,2023-06-27,1058,h,40.43,17.2
37.1,14.2,2023-07-02,1104,h,36.98,14.04
41.66,15.46,2023-07-03,1045,h,41.33,15.46
37.5,14.8,2023-07-03,1225,h,37.34,14.59
37.36,13.48,2023-07-06,1310,h,37.25,13.48
36.85,14.76,2023-07-07,1251,h,36.79,14.68
40.2,18.21,2023-07-08,1051,h,40.03,18.0
41.53,15.86,2023-07-08,1051,h,41.24,15.55
41.53,15.86,2023-07-08,1051,h,41.24,15.55
41.53,15.86,2023-07-08,1051,h,41.24,15.55
41.53,15.86,2023-07-08,1051,h,41.24,15.55
37.59,14.0,2023-07-08,1232,h,37.59,13.76
45.14,9.94,2023-07-10,213,h,45.14,9.94
37.31,14.45,2023-07-12,1117,h,37.12,14.22
45.14,9.94,2023-07-12,1117,h,45.14,9.94
45.15,9.94,2023-07-12,1117,h,45.14,9.94
37.27,14.42,2023-07-12,1255,h,36.98,14.35
37.28,14.43,2023-07-12,1255,h,37.12,14.22
37.29,14.01,2023-07-12,1255,h,37.15,13.66
37.98,12.62,2023-07-12,1257,h,37.77,12.55
40.96,16.86,2023-07-12,1257,h,40.96,16.84
41.08,16.84,2023-07-12,1257,h,40.96,16.84
41.09,16.84,2023-07-12,1257,h,40.96,16.84
41.44,15.78,2023-07-12,1257,h,41.24,15.55
37.24,14.56,2023-07-13,1058,h,36.98,14.35
41.39,15.55,2023-07-13,1058,h,41.24,15.55
41.39,15.56,2023-07-13,1240,h,41.24,15.55
41.39,15.56,2023-07-13,1240,h,41.24,15.55
41.54,15.58,2023-07-13,1240,h,41.24,15.55
41.69,15.85,2023-07-13,1240,h,41.69,15.82
41.7,15.85,2023-07-13,1240,h,41.69,15.82
41.7,15.86,2023-07-13,1240,h,41.69,15.82
41.7,15.84,2023-07-13,1240,h,41.69,15.82
41.7,15.85,2023-07-13,1240,h,41.69,15.82
41.7,15.85,2023-07-13,1240,h,41.69,15.82
41.42,15.87,2023-07-14,1219,h,41.24,15.55
41.43,15.88,2023-07-14,1219,h,41.41,15.65
37.42,14.78,2023-07-15,1200,h,37.34,14.59
39.95,18.38,2023-07-16,1142,h,39.88,18.07
37.95,12.94,2023-07-17,3,h,37.66,12.81
37.94,12.96,2023-07-17,1121,h,37.66,12.81
37.95,12.95,2023-07-17,1121,h,37.66,12.81
37.95,12.96,2023-07-17,1121,h,37.66,12.81
37.95,12.96,2023-07-17,1121,h,37.66,12.81
37.95,12.96,2023-07-17,1121,h,37.66,12.81
37.95,12.95,2023-07-17,1304,h,37.66,12.81
37.95,12.95,2023-07-17,1304,h,37.66,12.81
37.18,14.08,2023-07-18,1102,h,36.98,14.04
37.25,13.78,2023-07-18,1102,h,37.15,13.66
37.25,13.78,2023-07-18,1102,h,37.15,13.66
37.41,13.32,2023-07-18,1102,h,37.41,13.32
37.54,14.59,2023-07-18,1102,h,37.34,14.59
37.54,14.6,2023-07-18,1102,h,37.34,14.59
37.6,13.24,2023-07-18,1104,h,37.59,12.89
39.09,17.1,2023-07-18,1104,h,39.09,16.87
40.01,18.33,2023-07-18,1104,h,39.88,18.07
41.33,15.62,2023-07-18,1104,h,41.24,15.55
41.42,15.96,2023-07-18,1104,h,41.41,15.65
36.98,15.22,2023-07-18,1244,h,36.98,15.08
37.05,14.41,2023-07-18,1244,h,36.98,14.35
37.08,14.39,2023-07-18,1244,h,36.98,14.35
37.08,14.4,2023-07-18,1244,h,36.98,14.35
37.17,14.08,2023-07-18,1244,h,36.98,14.04
37.2,13.98,2023-07-18,1244,h,37.15,13.66
37.2,13.98,2023-07-18,1244,h,37.15,13.66
37.22,14.22,2023-07-18,1244,h,36.98,14.04
37.24,14.49,2023-07-18,1244,h,36.98,14.35
37.24,14.5,2023-07-18,1244,h,36.98,14.35
37.24,14.49,2023-07-18,1244,h,36.98,14.35
37.24,14.5,2023-07-18,1244,h,36.98,14.35
37.24,14.5,2023-07-18,1244,h,36.98,14.35
37.24,14.5,2023-07-18,1244,h,36.98,14.35
37.25,14.49,2023-07-18,1244,h,36.98,14.35
37.25,14.49,2023-07-18,1244,h,36.98,14.35
37.25,14.49,2023-07-18,1244,h,36.98,14.35
37.25,14.49,2023-07-18,1244,h,36.98,14.35
37.25,14.49,2023-07-18,1244,h,36.98,14.35
37.6,13.22,2023-07-18,1244,h,37.59,12.89
37.6,13.22,2023-07-18,1244,h,37.59,12.89
37.89,15.29,2023-07-18,1244,h,37.69,14.99
39.92,18.32,2023-07-18,1246,h,39.88,18.07
39.92,18.32,2023-07-18,1246,h,39.88,18.07
39.99,18.33,2023-07-18,1246,h,39.88,18.07
39.99,18.33,2023-07-18,1246,h,39.88,18.07
39.99,18.33,2023-07-18,1246,h,39.88,18.07
39.99,18.33,2023-07-18,1246,h,39.88,18.07
39.99,18.34,2023-07-18,1246,h,39.88,18.07
40.0,18.33,2023-07-18,1246,h,39.88,18.07
40.0,18.33,2023-07-18,1246,h,39.88,18.07
40.01,18.43,2023-07-18,1246,h,39.88,18.07
40.12,18.01,2023-07-18,1246,h,40.03,18.0
40.12,18.01,2023-07-18,1246,h,40.03,18.0
40.39,18.15,2023-07-18,1246,h,40.03,18.0
40.61,16.91,2023-07-18,1246,h,40.51,16.75
40.61,16.9,2023-07-18,1246,h,40.51,16.75
40.84,16.32,2023-07-18,1246,h,40.84,16.13
41.64,15.67,2023-07-19,1045,h,41.6,15.66
41.64,15.67,2023-07-19,1045,h,41.6,15.66
41.42,15.77,2023-07-19,1225,h,41.24,15.55
41.64,15.66,2023-07-19,1225,h,41.6,15.66
41.64,15.66,2023-07-19,1225,h,41.6,15.66
41.64,15.67,2023-07-19,1225,h,41.6,15.66
37.15,14.08,2023-07-20,1206,h,36.98,14.04
37.15,14.06,2023-07-20,1206,h,36.98,14.04
37.25,14.01,2023-07-20,1206,h,37.15,13.66
41.07,15.72,2023-07-21,1147,h,40.74,15.67
37.31,14.28,2023-07-21,1149,h,36.98,14.04
37.72,13.18,2023-07-22,147,h,37.66,12.81
37.72,13.18,2023-07-22,147,h,37.66,12.81
37.72,13.18,2023-07-22,147,h,37.66,12.81
37.97,15.77,2023-07-22,1128,h,37.94,15.71
37.97,15.78,2023-07-22,1128,h,37.94,15.71
38.09,15.76,2023-07-22,1128,h,37.94,15.71
37.19,14.25,2023-07-22,1310,h,36.98,14.04
37.19,14.25,2023-07-22,1310,h,36.98,14.04
39.57,16.52,2023-07-22,2348,h,39.41,16.25
39.57,16.52,2023-07-22,2348,h,39.41,16.25
36.88,14.96,2023-07-23,1110,h,36.68,14.96
37.16,14.47,2023-07-23,1110,h,36.98,14.35
37.17,14.47,2023-07-23,1110,h,36.98,14.35
37.32,14.5,2023-07-23,1110,h,37.12,14.22
37.32,14.49,2023-07-23,1110,h,37.12,14.22
37.32,14.5,2023-07-23,1110,h,37.12,14.22
37.34,14.18,2023-07-23,1110,h,36.98,14.04
37.35,13.53,2023-07-23,1110,h,37.25,13.48
37.36,13.52,2023-07-23,1110,h,37.25,13.48
37.36,13.53,2023-07-23,1110,h,37.25,13.48
37.42,14.87,2023-07-23,1110,h,37.25,14.87
37.42,14.3,2023-07-23,1110,h,37.33,14.03
37.43,14.29,2023-07-23,1110,h,37.33,14.03
37.83,12.82,2023-07-23,1110,h,37.66,12.81
37.83,12.82,2023-07-23,1110,h,37.66,12.81
37.86,13.12,2023-07-23,1110,h,37.66,12.81
37.95,12.65,2023-07-23,1110,h,37.77,12.55
37.96,12.58,2023-07-23,1110,h,37.77,12.55
37.96,12.58,2023-07-23,1110,h,37.77,12.55
38.06,15.73,2023-07-23,1110,h,37.94,15.71
38.06,15.73,2023-07-23,1110,h,37.94,15.71
36.88,14.96,2023-07-23,1251,h,36.68,14.96
36.88,14.96,2023-07-23,1251,h,36.68,14.96
37.23,14.4,2023-07-23,1251,h,36.98,14.35
37.27,14.04,2023-07-23,1251,h,37.15,13.66
37.32,13.64,2023-07-23,1251,h,37.25,13.48
37.33,14.5,2023-07-23,1251,h,37.12,14.22
37.33,14.48,2023-07-23,1251,h,37.12,14.22
37.34,14.48,2023-07-23,1251,h,37.12,14.22
37.38,13.45,2023-07-23,1251,h,37.38,13.42
37.39,13.45,2023-07-23,1251,h,37.38,13.42
37.42,14.29,2023-07-23,1251,h,37.33,14.03
37.42,14.29,2023-07-23,1251,h,37.33,14.03
37.42,14.29,2023-07-23,1251,h,37.33,14.03
37.42,14.29,2023-07-23,1251,h,37.33,14.03
37.43,14.31,2023-07-23,1251,h,37.33,14.03
37.49,14.08,2023-07-23,1251,h,37.33,14.03
37.67,15.17,2023-07-23,1251,h,37.55,14.91
37.85,12.74,2023-07-23,1251,h,37.77,12.55
37.92,13.04,2023-07-23,1251,h,37.66,12.81
37.93,12.65,2023-07-23,1251,h,37.77,12.55
37.95,12.63,2023-07-23,1251,h,37.77,12.55
37.95,15.81,2023-07-23,1251,h,37.94,15.71
37.96,12.65,2023-07-23,1251,h,37.77,12.55
38.06,15.73,2023-07-23,1251,h,37.94,15.71
38.06,15.73,2023-07-23,1251,h,37.94,15.71
41.0,15.96,2023-07-23,1253,h,40.74,15.67
41.0,15.95,2023-07-23,1253,h,40.74,15.67
45.71,11.39,2023-07-23,1253,h,45.71,11.39
45.71,11.39,2023-07-23,1253,h,45.71,11.39
45.71,11.4,2023-07-23,1253,h,45.71,11.39
37.49,14.35,2023-07-24,1051,h,37.33,14.03
37.49,14.34,2023-07-24,1051,h,37.33,14.03
37.49,14.35,2023-07-24,1051,h,37.33,14.03
37.49,14.36,2023-07-24,1051,h,37.33,14.03
37.5,14.36,2023-07-24,1051,h,37.33,14.03
37.5,14.36,2023-07-24,1051,h,37.33,14.03
37.54,14.77,2023-07-24,1051,h,37.34,14.59
37.55,14.78,2023-07-24,1051,h,37.34,14.59
38.16,15.7,2023-07-24,1051,h,38.06,15.53
40.14,18.32,2023-07-24,1051,h,40.03,18.0
40.21,18.24,2023-07-24,1051,h,40.03,18.0
40.24,18.0,2023-07-24,1051,h,40.03,18.0
40.24,18.0,2023-07-24,1051,h,40.03,18.0
40.92,16.2,2023-07-24,1051,h,40.84,16.13
41.46,15.42,2023-07-24,1051,h,41.1,15.28
41.63,15.49,2023-07-24,1051,h,41.33,15.46
36.68,15.13,2023-07-24,1232,h,36.68,14.96
37.37,14.03,2023-07-24,1232,h,37.15,13.66
37.42,14.13,2023-07-24,1232,h,37.33,14.03
37.42,14.1,2023-07-24,1232,h,37.33,14.03
37.43,13.72,2023-07-24,1232,h,37.15,13.66
37.49,14.36,2023-07-24,1232,h,37.33,14.03
37.5,14.35,2023-07-24,1232,h,37.33,14.03
37.52,14.78,2023-07-24,1232,h,37.34,14.59
37.54,14.78,2023-07-24,1232,h,37.34,14.59
37.56,14.92,2023-07-24,1232,h,37.25,14.87
37.56,14.92,2023-07-24,1232,h,37.25,14.87
37.85,13.8,2023-07-24,1232,h,37.59,13.76
37.86,13.8,2023-07-24,1232,h,37.59,13.76
37.95,13.27,2023-07-24,1232,h,37.59,12.89
38.13,13.11,2023-07-24,1232,h,37.95,13.11
38.14,13.11,2023-07-24,1232,h,37.95,13.11
38.14,13.11,2023-07-24,1232,h,37.95,13.11
38.16,15.7,2023-07-24,1232,h,38.06,15.53
39.27,8.87,2023-07-24,1232,h,39.27,8.76
39.27,8.87,2023-07-24,1232,h,39.27,8.76
39.27,8.88,2023-07-24,1232,h,39.27,8.76
40.69,16.37,2023-07-24,1232,h,40.4,16.33
37.94,12.83,2023-07-25,52,h,37.66,12.81
38.03,13.29,2023-07-25,52,h,37.72,13.29
38.07,13.35,2023-07-25,52,h,37.72,13.29
38.14,12.77,2023-07-25,52,h,37.77,12.55
38.16,13.28,2023-07-25,52,h,37.78,13.15
38.16,12.76,2023-07-25,52,h,37.77,12.55
38.17,13.28,2023-07-25,52,h,37.95,13.11
38.18,13.28,2023-07-25,52,h,37.95,13.11
38.18,13.29,2023-07-25,52,h,37.95,13.11
38.18,13.28,2023-07-25,52,h,37.95,13.11
38.18,13.28,2023-07-25,52,h,37.95,13.11
38.19,13.29,2023-07-25,52,h,37.95,13.11
38.26,15.55,2023-07-25,52,h,38.13,15.25
36.8,12.04,2023-07-25,1212,h,36.8,12.04
36.8,12.04,2023-07-25,1212,h,36.8,12.04
37.05,15.12,2023-07-25,1212,h,36.98,15.08
37.05,15.12,2023-07-25,1212,h,36.98,15.08
37.18,15.15,2023-07-25,1212,h,36.98,15.08
37.18,15.14,2023-07-25,1212,h,36.98,15.08
37.25,15.08,2023-07-25,1212,h,36.98,15.08
37.25,15.08,2023-07-25,1212,h,36.98,15.08
37.25,15.09,2023-07-25,1212,h,36.98,15.08
37.25,14.25,2023-07-25,1212,h,36.98,14.04
37.26,15.1,2023-07-25,1212,h,36.98,15.08
37.27,15.11,2023-07-25,1212,h,37.25,14.87
37.55,15.04,2023-07-25,1214,h,37.25,14.87
37.55,15.04,2023-07-25,1214,h,37.25,14.87
37.57,15.13,2023-07-25,1214,h,37.25,14.87
37.57,15.14,2023-07-25,1214,h,37.25,14.87
37.63,13.67,2023-07-25,1214,h,37.59,13.37
37.68,14.11,2023-07-25,1214,h,37.59,13.76
37.68,14.12,2023-07-25,1214,h,37.59,13.76
37.72,15.21,2023-07-25,1214,h,37.69,14.99
37.72,15.13,2023-07-25,1214,h,37.69,14.99
37.73,15.14,2023-07-25,1214,h,37.69,14.99
37.77,15.2,2023-07-25,1214,h,37.69,14.99
37.77,15.2,2023-07-25,1214,h,37.69,14.99
37.78,15.2,2023-07-25,1214,h,37.69,14.99
37.8,13.89,2023-07-25,1214,h,37.59,13.76
37.81,13.89,2023-07-25,1214,h,37.59,13.76
37.84,13.79,2023-07-25,1214,h,37.59,13.76
37.85,13.79,2023-07-25,1214,h,37.59,13.76
37.85,13.79,2023-07-25,1214,h,37.59,13.76
37.85,13.78,2023-07-25,1214,h,37.59,13.76
37.85,13.78,2023-07-25,1214,h,37.59,13.76
37.85,13.78,2023-07-25,1214,h,37.59,13.76
37.87,13.06,2023-07-25,1214,h,37.66,12.81
37.88,13.82,2023-07-25,1214,h,37.59,13.76
37.88,13.04,2023-07-25,1214,h,37.66,12.81
37.88,13.85,2023-07-25,1214,h,37.59,13.76
37.89,13.85,2023-07-25,1214,h,37.59,13.76
37.92,13.83,2023-07-25,1214,h,37.59,13.76
37.92,13.83,2023-07-25,1214,h,37.59,13.76
37.96,13.3,2023-07-25,1214,h,37.72,13.29
37.97,13.99,2023-07-25,1214,h,37.81,13.78
37.97,13.99,2023-07-25,1214,h,37.81,13.78
37.97,14.0,2023-07-25,1214,h,37.81,13.78
37.99,14.0,2023-07-25,1214,h,37.81,13.78
37.99,14.02,2023-07-25,1214,h,37.81,13.78
37.99,14.01,2023-07-25,1214,h,37.81,13.78
37.99,14.0,2023-07-25,1214,h,37.81,13.78
38.0,14.03,2023-07-25,1214,h,37.81,13.78
38.0,14.03,2023-07-25,1214,h,37.81,13.78
38.0,14.03,2023-07-25,1214,h,37.81,13.78
38.0,14.03,2023-07-25,1214,h,37.81,13.78
38.01,15.33,2023-07-25,1214,h,37.69,14.99
38.04,13.18,2023-07-25,1214,h,37.66,12.81
38.04,13.19,2023-07-25,1214,h,37.66,12.81
38.09,15.71,2023-07-25,1214,h,37.94,15.71
38.09,15.79,2023-07-25,1214,h,37.94,15.71
38.1,14.99,2023-07-25,1214,h,37.82,14.71
38.1,15.79,2023-07-25,1214,h,37.94,15.71
38.1,15.02,2023-07-25,1214,h,37.82,14.71
38.1,13.27,2023-07-25,1214,h,37.78,13.15
38.1,15.71,2023-07-25,1214,h,37.94,15.71
38.1,13.27,2023-07-25,1214,h,37.78,13.15
38.1,14.99,2023-07-25,1214,h,37.82,14.71
38.1,15.02,2023-07-25,1214,h,37.82,14.71
38.11,15.0,2023-07-25,1214,h,37.82,14.71
38.11,15.03,2023-07-25,1214,h,37.82,14.71
38.11,15.0,2023-07-25,1214,h,37.82,14.71
38.11,13.26,2023-07-25,1214,h,37.78,13.15
38.11,15.01,2023-07-25,1214,h,37.82,14.71
38.11,13.27,2023-07-25,1214,h,37.78,13.15
38.11,14.99,2023-07-25,1214,h,37.82,14.71
38.11,13.28,2023-07-25,1214,h,37.78,13.15
38.11,15.02,2023-07-25,1214,h,37.82,14.71
38.11,15.03,2023-07-25,1214,h,37.82,14.71
38.11,15.0,2023-07-25,1214,h,37.82,14.71
38.11,15.03,2023-07-25,1214,h,37.82,14.71
38.11,13.28,2023-07-25,1214,h,37.78,13.15
38.14,16.09,2023-07-25,1214,h,37.94,15.71
38.14,16.1,2023-07-25,1214,h,37.94,15.9
38.14,16.09,2023-07-25,1214,h,37.94,15.71
38.14,16.1,2023-07-25,1214,h,37.94,15.9
38.15,16.09,2023-07-25,1214,h,37.94,15.71
38.16,15.71,2023-07-25,1214,h,37.94,15.71
38.16,15.72,2023-07-25,1214,h,37.94,15.71
