latitude,longitude,acq_date,acq_time,confidence
41.44664,15.7896,2023-08-15,1041,h
41.44728,15.78952,2023-08-15,1041,h
37.34062,14.92713,2023-08-16,1200,h
37.85872,12.96999,2023-08-16,1200,h
40.50493,17.83332,2023-08-16,1202,h
37.91395,12.56936,2023-08-17,1142,h
37.78576,12.75225,2023-08-18,1121,h
37.78601,12.75273,2023-08-18,1121,h
37.86831,13.14349,2023-08-18,1121,h
37.88731,13.01049,2023-08-18,1304,h
37.52393,13.76742,2023-08-19,1104,h
37.75117,14.40432,2023-08-19,1104,h
37.82776,12.62481,2023-08-19,1104,h
40.72826,16.51289,2023-08-19,1104,h
40.82316,16.20585,2023-08-19,1104,h
40.85671,16.16477,2023-08-19,1104,h
41.047,15.67239,2023-08-19,1104,h
41.68664,15.84929,2023-08-19,1104,h
41.69053,15.84316,2023-08-19,1104,h
37.11623,14.46407,2023-08-19,1244,h
37.1207,14.37183,2023-08-19,1244,h
37.12168,14.46739,2023-08-19,1244,h
37.33736,14.54853,2023-08-19,1244,h
37.85119,14.91198,2023-08-19,1244,h
40.74136,15.80741,2023-08-19,1246,h
40.89592,16.2509,2023-08-19,1246,h
40.9017,16.24641,2023-08-19,1246,h
40.05806,18.24647,2023-08-20,1045,h
40.67868,16.98058,2023-08-20,1045,h
42.01389,14.71824,2023-08-20,1045,h
40.05992,18.24084,2023-08-20,1225,h
41.10299,14.34921,2023-08-20,1225,h
43.86402,7.77346,2023-08-22,26,h
37.64054,13.27247,2023-08-22,206,h
37.70672,12.70207,2023-08-22,1149,h
38.02649,16.06993,2023-08-22,1149,h
43.88977,7.84271,2023-08-22,1149,h
43.89199,7.83299,2023-08-22,1149,h
41.1632,13.88684,2023-08-23,145,h
41.16785,13.89014,2023-08-23,145,h
38.16305,15.73504,2023-08-23,1128,h
37.79538,13.95323,2023-08-23,1310,h
36.93898,14.72013,2023-08-24,1110,h
37.47991,13.23577,2023-08-24,1110,h
37.48135,13.23414,2023-08-24,1110,h
37.83612,12.70447,2023-08-24,1110,h
40.96471,14.85955,2023-08-24,1110,h
40.96561,14.85724,2023-08-24,1110,h
37.20161,14.10981,2023-08-24,1251,h
37.47852,13.23952,2023-08-24,1251,h
37.82116,12.9146,2023-08-24,1251,h
37.82124,12.91429,2023-08-24,1251,h
37.83998,12.70222,2023-08-24,1251,h
37.91789,12.59659,2023-08-24,1251,h
37.92481,12.71112,2023-08-24,1251,h
37.99081,12.68002,2023-08-24,1251,h
38.21035,16.16486,2023-08-24,1251,h
40.24984,14.98577,2023-08-24,1253,h
40.7197,14.80452,2023-08-24,1253,h
40.72269,14.80154,2023-08-24,1253,h
40.86791,16.15577,2023-08-24,1253,h
40.61313,16.60758,2023-08-25,1051,h
40.77758,16.54739,2023-08-25,1051,h
40.77905,16.54425,2023-08-25,1051,h
40.79319,16.64336,2023-08-25,1051,h
40.79422,16.64071,2023-08-25,1051,h
41.40491,13.68134,2023-08-25,1051,h
41.40752,13.68938,2023-08-25,1051,h
41.41343,13.68518,2023-08-25,1051,h
37.83621,12.94052,2023-08-25,1232,h
39.02586,17.14747,2023-08-25,1232,h
45.14502,9.93981,2023-08-26,230,h
37.83825,12.92904,2023-08-26,1214,h
37.57308,13.4152,2023-08-27,1153,h
37.85442,15.04711,2023-08-27,1153,h
37.86433,12.78643,2023-08-27,1153,h
37.87901,12.78644,2023-08-27,1153,h
37.89665,13.2294,2023-08-27,1153,h
37.9044,13.29334,2023-08-27,1153,h
38.06794,12.82141,2023-08-27,1153,h
38.10416,12.69868,2023-08-27,1153,h
40.72063,16.50454,2023-08-27,1153,h
41.02069,14.76411,2023-08-27,1153,h
41.75855,15.41577,2023-08-27,1155,h
41.50252,13.104,2023-08-28,11,h
41.5064,13.10432,2023-08-28,11,h
37.78511,13.07366,2023-08-28,13,h
37.83802,13.11491,2023-08-28,13,h
37.86587,12.79115,2023-08-28,13,h
37.86748,12.79402,2023-08-28,13,h
37.90612,12.77315,2023-08-28,13,h
37.92002,13.32251,2023-08-28,13,h
37.9301,12.95259,2023-08-28,13,h
37.78172,13.08267,2023-08-28,154,h
37.78275,13.08245,2023-08-28,154,h
38.14045,14.92322,2023-08-28,154,h
38.14339,14.92388,2023-08-28,154,h
39.85604,15.82598,2023-08-28,154,h
37.15698,14.1101,2023-08-29,1255,h
41.0439,16.2681,2023-08-29,1257,h
41.04396,16.26832,2023-08-29,1257,h
41.06335,16.15158,2023-08-29,1257,h
41.06389,16.15115,2023-08-29,1257,h
40.38406,18.16783,2023-08-30,1058,h
40.06408,18.18505,2023-08-30,1238,h
40.31682,16.42267,2023-08-30,1238,h
41.41326,15.7324,2023-08-31,1041,h
41.41964,15.72861,2023-08-31,1041,h
41.73345,15.21336,2023-09-01,1202,h
37.81445,13.11807,2023-09-03,1121,h
37.8154,13.12176,2023-09-03,1121,h
37.82446,13.11447,2023-09-03,1121,h
37.80178,13.129,2023-09-03,1304,h
37.80492,13.13217,2023-09-03,1304,h
43.56352,10.67357,2023-09-03,1304,h
38.96873,17.00895,2023-09-04,1104,h
39.46981,16.97993,2023-09-04,1104,h
39.47078,16.98365,2023-09-04,1104,h
39.48479,16.86796,2023-09-04,1104,h
39.48602,16.87269,2023-09-04,1104,h
40.37725,16.71681,2023-09-04,1104,h
40.37819,16.72035,2023-09-04,1104,h
40.38013,16.72005,2023-09-04,1104,h
40.38233,16.63218,2023-09-04,1104,h
38.9597,16.98837,2023-09-04,1244,h
40.37926,16.63601,2023-09-04,1244,h
41.80463,15.82418,2023-09-04,1246,h
40.93961,14.05201,2023-09-05,1045,h
37.56448,15.0998,2023-09-05,1225,h
39.76691,15.84603,2023-09-05,1225,h
41.31773,13.80453,2023-09-08,1130,h
45.46094,10.45578,2023-09-08,1312,h
37.88408,12.52382,2023-09-09,1110,h
41.04203,14.52013,2023-09-09,1110,h
41.84868,12.37934,2023-09-09,1113,h
42.48757,12.10817,2023-09-09,1113,h
37.5428,13.82023,2023-09-09,1251,h
37.83089,12.91773,2023-09-09,1251,h
41.62661,15.44678,2023-09-09,1253,h
41.84739,12.37704,2023-09-09,1253,h
41.84761,12.38134,2023-09-09,1253,h
39.70901,16.09328,2023-09-10,1051,h
39.71555,16.09253,2023-09-10,1051,h
40.20761,17.92999,2023-09-10,1051,h
40.20895,17.92738,2023-09-10,1051,h
41.34654,15.33005,2023-09-10,1051,h
37.43394,13.32937,2023-09-10,1232,h
39.05874,16.93134,2023-09-10,1232,h
39.06096,16.92984,2023-09-10,1232,h
39.99827,18.37164,2023-09-10,1232,h
40.51997,16.68422,2023-09-10,1232,h
45.14377,9.94199,2023-09-12,30,h
39.77253,16.31503,2023-09-12,1153,h
40.62967,16.65511,2023-09-12,1153,h
43.92475,7.87916,2023-09-12,1336,h
36.74024,14.98836,2023-09-13,1134,h
37.38653,14.2718,2023-09-13,1134,h
37.15309,13.85331,2023-09-14,1117,h
37.15438,13.85352,2023-09-14,1117,h
37.24269,14.17676,2023-09-14,1117,h
37.24588,14.17608,2023-09-14,1117,h
37.24797,14.17512,2023-09-14,1117,h
37.32191,14.06451,2023-09-14,1117,h
37.33038,14.13958,2023-09-14,1117,h
37.38722,14.54534,2023-09-14,1117,h
37.44896,13.99085,2023-09-14,1117,h
43.97138,11.10623,2023-09-14,1117,h
43.97225,11.10938,2023-09-14,1117,h
37.3264,14.07544,2023-09-14,1255,h
37.46825,14.09779,2023-09-14,1255,h
37.63024,13.84927,2023-09-14,1255,h
37.83417,13.32866,2023-09-14,1255,h
37.84008,13.3297,2023-09-14,1255,h
37.88245,13.26504,2023-09-14,1255,h
37.88378,13.26171,2023-09-14,1255,h
37.88401,13.26643,2023-09-14,1255,h
37.88423,13.27102,2023-09-14,1255,h
37.8855,13.19932,2023-09-14,1255,h
37.88669,13.20094,2023-09-14,1255,h
37.89128,13.19821,2023-09-14,1255,h
37.89286,13.10117,2023-09-14,1255,h
45.47935,10.21283,2023-09-14,1257,h
45.48096,10.21222,2023-09-14,1257,h
37.41958,14.98397,2023-09-15,1238,h
38.96063,16.25995,2023-09-15,1238,h
41.56935,15.50375,2023-09-15,1238,h
41.65899,15.03189,2023-09-15,1238,h
40.69782,16.61004,2023-09-18,1142,h
37.47879,13.72908,2023-09-19,1121,h
37.71861,12.97655,2023-09-19,1121,h
37.79345,12.9442,2023-09-19,1121,h
37.97028,13.22069,2023-09-19,1121,h
40.62256,16.41875,2023-09-19,1121,h
40.75209,16.32646,2023-09-19,1121,h
40.81992,15.99716,2023-09-19,1121,h
40.99322,15.81675,2023-09-19,1121,h
41.2714,15.27551,2023-09-19,1123,h
37.20576,13.9992,2023-09-19,1301,h
37.21063,13.9989,2023-09-19,1301,h
37.90015,13.24883,2023-09-19,1304,h
37.90305,13.24659,2023-09-19,1304,h
37.90646,13.24809,2023-09-19,1304,h
38.18638,15.75744,2023-09-20,1104,h
37.95878,13.96703,2023-09-22,43,h
37.71733,13.37422,2023-09-22,1206,h
37.90236,13.0722,2023-09-22,1206,h
37.90499,13.06706,2023-09-22,1206,h
37.97318,13.93964,2023-09-22,1206,h
37.97712,13.94328,2023-09-22,1206,h
38.00145,13.96947,2023-09-22,1206,h
38.00476,13.96875,2023-09-22,1206,h
38.00539,13.97313,2023-09-22,1206,h
38.00871,13.97238,2023-09-22,1206,h
38.00935,13.97678,2023-09-22,1206,h
38.01266,13.97604,2023-09-22,1206,h
38.01684,13.15784,2023-09-22,1206,h
38.01789,13.41444,2023-09-22,1206,h
38.01949,13.15273,2023-09-22,1206,h
38.01986,13.42761,2023-09-22,1206,h
38.02014,13.15706,2023-09-22,1206,h
38.02079,13.1614,2023-09-22,1206,h
38.04369,12.75593,2023-09-22,1206,h
38.05339,13.46939,2023-09-22,1206,h
38.07194,12.7399,2023-09-22,1206,h
38.137,13.25626,2023-09-22,1206,h
38.22912,15.71109,2023-09-22,1206,h
38.90188,16.37908,2023-09-22,1206,h
39.6042,15.88589,2023-09-22,1206,h
38.0049,13.99375,2023-09-23,26,h
38.00942,13.94332,2023-09-23,26,h
38.01439,13.93776,2023-09-23,26,h
38.07608,15.05243,2023-09-23,26,h
38.13081,15.01041,2023-09-23,26,h
38.13137,15.00476,2023-09-23,26,h
38.13443,15.24662,2023-09-23,26,h
38.13614,15.25011,2023-09-23,26,h
38.13856,15.24702,2023-09-23,26,h
38.16507,14.92105,2023-09-23,26,h
37.96291,13.35468,2023-09-23,206,h
37.17962,13.97646,2023-09-24,1310,h
37.62696,14.1556,2023-09-25,1110,h
37.44577,13.56381,2023-09-25,1251,h
37.62236,14.16805,2023-09-25,1251,h
37.62544,14.16091,2023-09-25,1251,h
37.62563,14.16492,2023-09-25,1251,h
40.37588,18.18008,2023-09-27,1032,h
39.88078,16.51359,2023-09-27,1212,h
37.44257,14.50722,2023-09-28,1153,h
37.77926,13.17488,2023-09-30,1117,h
37.98591,12.7908,2023-09-30,1117,h
37.72104,13.81913,2023-09-30,1255,h
37.9814,12.78783,2023-09-30,1255,h
37.92545,13.34681,2023-10-01,1058,h
40.03244,18.36301,2023-10-01,1058,h
40.45085,18.00503,2023-10-01,1058,h
40.51438,16.93484,2023-10-01,1058,h
41.04717,16.15612,2023-10-01,1058,h
41.27233,15.13824,2023-10-01,1238,h
41.27254,15.14178,2023-10-01,1238,h
41.60413,15.83038,2023-10-01,1238,h
40.2329,18.06349,2023-10-02,1038,h
41.63477,14.94101,2023-10-02,1041,h
41.63665,14.93995,2023-10-02,1041,h
37.58116,13.60959,2023-10-03,1200,h
38.79657,15.21163,2023-10-03,1200,h
38.79254,15.21318,2023-10-05,139,h
37.30382,14.42034,2023-10-05,1121,h
37.71838,13.0383,2023-10-05,1121,h
37.71933,13.042,2023-10-05,1121,h
37.85524,13.22301,2023-10-05,1121,h
37.85712,13.23038,2023-10-05,1121,h
37.87803,13.14078,2023-10-05,1121,h
37.3064,14.41991,2023-10-05,1301,h
37.30947,14.41665,2023-10-05,1301,h
38.79465,15.21079,2023-10-06,122,h
38.79852,15.21329,2023-10-06,122,h
37.64935,13.94765,2023-10-06,1104,h
37.65298,13.94337,2023-10-06,1104,h
37.65485,13.94965,2023-10-06,1104,h
37.65541,13.9452,2023-10-06,1104,h
41.05692,15.72335,2023-10-06,1104,h
41.46551,15.64981,2023-10-06,1104,h
41.17211,15.16943,2023-10-06,1244,h
41.174,15.17306,2023-10-06,1244,h
41.28769,15.12795,2023-10-06,1244,h
40.45074,18.18222,2023-10-07,1043,h
40.45476,18.17378,2023-10-07,1043,h
40.45636,18.17926,2023-10-07,1043,h
40.45171,18.17836,2023-10-07,1045,h
40.45734,18.17543,2023-10-07,1045,h
41.28675,15.3997,2023-10-07,1045,h
38.79498,15.21288,2023-10-07,1225,h
40.51127,16.57281,2023-10-08,1206,h
41.56454,12.70581,2023-10-08,1206,h
38.79331,15.19902,2023-10-10,5,h
38.79422,15.21444,2023-10-10,145,h
37.51032,13.49998,2023-10-10,1128,h
42.27182,13.95963,2023-10-10,1130,h
37.50656,13.48877,2023-10-10,1308,h
37.55644,13.5884,2023-10-10,1308,h
37.55656,13.59547,2023-10-10,1308,h
37.87212,13.54907,2023-10-10,1308,h
37.18261,14.04254,2023-10-11,1110,h
37.36381,13.7332,2023-10-11,1110,h
37.58206,13.49584,2023-10-11,1110,h
37.58562,13.49804,2023-10-11,1110,h
37.88319,12.71218,2023-10-11,1110,h
37.93731,15.98934,2023-10-11,1110,h
37.93756,15.98973,2023-10-11,1110,h
37.93853,15.99397,2023-10-11,1110,h
37.93873,15.99434,2023-10-11,1110,h
41.48923,13.35471,2023-10-11,1110,h
37.30903,14.21213,2023-10-11,1251,h
37.31099,14.21213,2023-10-11,1251,h
37.35542,13.73105,2023-10-11,1251,h
37.373,13.65791,2023-10-11,1251,h
37.57451,13.60905,2023-10-11,1251,h
37.58635,13.49204,2023-10-11,1251,h
37.75166,13.06251,2023-10-11,1251,h
37.78988,13.37749,2023-10-11,1251,h
37.86488,12.77413,2023-10-11,1251,h
37.86543,12.77342,2023-10-11,1251,h
37.86562,12.77667,2023-10-11,1251,h
37.86989,12.77115,2023-10-11,1251,h
37.87045,12.77034,2023-10-11,1251,h
37.87747,12.71421,2023-10-11,1251,h
38.79215,15.21456,2023-10-11,1251,h
41.48645,13.3547,2023-10-11,1251,h
41.48664,13.35905,2023-10-11,1251,h
41.4919,13.35275,2023-10-11,1251,h
41.49207,13.35658,2023-10-11,1251,h
41.49263,13.36951,2023-10-11,1251,h
37.51403,14.21779,2023-10-12,1049,h
37.51759,14.21692,2023-10-12,1049,h
40.57768,16.36693,2023-10-12,1051,h
40.59829,17.1964,2023-10-12,1051,h
40.88517,15.83216,2023-10-12,1051,h
40.88607,15.83396,2023-10-12,1051,h
40.88668,15.83711,2023-10-12,1051,h
41.49962,13.36612,2023-10-12,1051,h
41.50348,13.36809,2023-10-12,1051,h
41.94103,12.1297,2023-10-12,1051,h
37.77644,13.06549,2023-10-12,1232,h
37.77973,13.05732,2023-10-12,1232,h
37.78416,13.06071,2023-10-12,1232,h
37.78822,13.06031,2023-10-12,1232,h
41.7804,15.84595,2023-10-12,1232,h
44.88149,10.33443,2023-10-15,9,h
37.78577,13.56441,2023-10-16,1117,h
37.82311,14.91557,2023-10-16,1117,h
37.08135,14.67998,2023-10-16,1255,h
37.97172,12.75042,2023-10-19,1200,h
37.97697,13.6598,2023-10-20,20,h
37.97696,13.65796,2023-10-20,200,h
37.97924,13.65483,2023-10-20,200,h
37.9822,13.66366,2023-10-20,200,h
38.22901,15.4492,2023-10-20,200,h
38.23036,15.44835,2023-10-20,200,h
39.61772,9.04483,2023-10-21,1121,h
39.21651,9.56585,2023-10-21,1304,h
37.15903,14.2235,2023-10-22,1104,h
37.32349,15.04292,2023-10-22,1104,h
41.20082,15.45546,2023-10-22,1104,h
41.20403,15.45462,2023-10-22,1104,h
38.06473,16.00329,2023-10-27,1110,h
41.98209,14.50131,2023-10-27,1253,h
38.15331,14.8807,2023-10-31,154,h
37.84377,12.98911,2023-11-06,1121,h
39.92215,9.66657,2023-11-06,1121,h
37.87629,13.48138,2023-11-06,1301,h
37.7357,14.99446,2023-11-13,1049,h
37.73586,14.99623,2023-11-13,1049,h
37.73824,15.0038,2023-11-13,1049,h
37.73836,15.00276,2023-11-13,1049,h
38.99315,16.88555,2023-11-13,1051,h
38.99321,16.8856,2023-11-13,1051,h
37.73288,14.99324,2023-11-13,1231,h
37.73801,15.00246,2023-11-14,52,h
37.76131,13.93246,2023-11-17,1117,h
39.93261,9.64747,2023-11-17,1117,h
37.97569,16.02964,2023-11-18,1238,h
39.09444,17.00072,2023-11-18,1238,h
45.14423,9.94156,2023-12-22,217,h
45.13101,7.30967,2023-12-23,1144,h
45.12768,7.31308,2023-12-23,1325,h
45.12949,7.31253,2023-12-23,1325,h
41.55819,15.18764,2023-12-24,1303,h
41.56147,15.18503,2023-12-24,1303,h
45.1429,9.94527,2024-01-20,1257,h
45.15721,7.32095,2024-01-24,1325,h
45.15943,7.32094,2024-01-24,1325,h
37.72147,14.60858,2024-01-25,1301,h
38.0229,14.9509,2024-02-06,1057,h
37.86489,14.4608,2024-02-16,1110,h
45.14573,9.93849,2024-03-06,30,h
45.14514,9.94424,2024-03-19,1113,h
45.14755,9.94523,2024-03-19,1113,h
38.03684,14.70842,2024-03-24,1117,h
37.99128,14.84136,2024-03-30,1104,h
37.99335,14.33114,2024-03-30,1104,h
39.37505,16.88971,2024-03-30,1104,h
41.38982,13.68916,2024-03-30,1104,h
39.60657,9.59171,2024-04-03,1130,h
39.09082,16.2571,2024-04-04,1251,h
39.29454,16.94707,2024-04-04,1251,h
37.97065,15.89771,2024-04-13,1140,h
37.49332,14.78341,2024-04-20,1110,h
37.43949,15.0271,2024-04-30,1,h
41.95413,15.00348,2024-05-04,1147,h
41.87652,15.8448,2024-05-17,1104,h
41.87894,15.84281,2024-05-17,1104,h
44.93737,7.51352,2024-05-21,1310,h
37.07232,15.21943,2024-05-22,1110,h
39.88074,18.26517,2024-05-22,1251,h
39.01818,16.87918,2024-05-23,1232,h
37.26489,13.8614,2024-06-06,1308,h
38.38026,16.443,2024-06-07,1108,h
37.5831,12.73764,2024-06-07,1251,h
39.94669,18.07292,2024-06-07,1251,h
39.94733,18.07303,2024-06-07,1251,h
37.87587,15.15958,2024-06-08,1049,h
37.88102,15.16045,2024-06-08,1049,h
38.43238,16.50693,2024-06-08,1049,h
38.43587,16.50898,2024-06-08,1049,h
38.4398,16.5089,2024-06-08,1049,h
40.15981,18.11838,2024-06-08,1049,h
40.27687,18.13529,2024-06-08,1049,h
40.40471,18.12309,2024-06-08,1049,h
41.34138,15.68207,2024-06-08,1051,h
41.34294,15.68468,2024-06-08,1051,h
39.58313,16.77312,2024-06-08,1229,h
39.58336,16.77688,2024-06-08,1229,h
40.15749,18.1229,2024-06-08,1232,h
40.15783,18.12418,2024-06-08,1232,h
40.27923,18.13414,2024-06-08,1232,h
40.4056,18.12148,2024-06-08,1232,h
40.43258,17.38612,2024-06-08,1232,h
40.4328,17.39007,2024-06-08,1232,h
40.57238,17.36611,2024-06-08,1232,h
37.07553,14.51937,2024-06-09,1212,h
40.37579,18.07796,2024-06-09,1212,h
41.01783,16.20761,2024-06-12,1255,h
41.01788,16.20951,2024-06-12,1255,h
40.2187,18.20085,2024-06-14,1217,h
