latitude,longitude,acq_date,acq_time,confidence
37.96082,13.40282,2022-09-16,1304,h
37.3398,15.03804,2022-09-17,1104,h
37.58121,15.03148,2022-09-17,1104,h
43.98885,8.15638,2022-09-17,1106,h
37.19359,14.23273,2022-09-17,1244,h
37.19382,14.2366,2022-09-17,1244,h
37.44838,13.88285,2022-09-17,1244,h
37.69397,13.90111,2022-09-17,1244,h
38.33465,16.42071,2022-09-17,1244,h
38.33675,16.41846,2022-09-17,1244,h
38.34586,16.40557,2022-09-17,1244,h
38.34787,16.40371,2022-09-17,1244,h
41.99324,14.87193,2022-09-17,1246,h
40.60604,18.03422,2022-09-18,1045,h
40.60669,18.02957,2022-09-18,1225,h
37.4354,13.76801,2022-09-19,1206,h
45.46003,10.45367,2022-09-20,24,h
45.46332,10.45297,2022-09-20,24,h
37.4427,13.71276,2022-09-20,1149,h
40.25768,8.56279,2022-09-21,1130,h
42.4083,11.76573,2022-09-21,1130,h
38.63828,16.03222,2022-09-22,1110,h
39.06922,17.00075,2022-09-23,1051,h
39.0704,16.99955,2022-09-23,1051,h
41.12189,15.38894,2022-09-23,1051,h
44.92142,12.01467,2022-09-23,1234,h
37.70774,14.24178,2022-10-02,1304,h
39.58923,9.04376,2022-10-02,1304,h
37.3554,13.5058,2022-10-03,1104,h
37.73198,13.75746,2022-10-03,1104,h
37.17987,14.21358,2022-10-03,1244,h
37.18104,14.21611,2022-10-03,1244,h
41.43193,15.67044,2022-10-03,1246,h
37.67028,13.70367,2022-10-05,1206,h
45.10147,8.71343,2022-10-07,1312,h
45.14729,9.94132,2022-10-07,1312,h
37.72833,13.93834,2022-10-08,1110,h
37.77011,13.84332,2022-10-08,1110,h
37.77031,13.84417,2022-10-08,1110,h
38.28407,16.21477,2022-10-08,1110,h
37.71655,13.71337,2022-10-08,1251,h
37.74327,14.00167,2022-10-08,1251,h
37.74658,13.95854,2022-10-08,1251,h
38.79402,15.20975,2022-10-12,154,h
39.59549,9.04121,2022-10-18,1304,h
37.28136,14.70809,2022-10-19,1244,h
37.96305,15.22751,2022-10-24,1251,h
41.60158,15.423,2022-10-24,1253,h
41.5849,15.36501,2022-10-25,1051,h
38.15999,15.41046,2022-10-28,1134,h
39.60221,9.13431,2022-11-03,1304,h
45.14551,9.94251,2022-11-07,24,h
38.79083,15.21024,2022-11-09,1110,h
37.43993,15.02835,2022-11-24,7,h
37.43573,15.03001,2022-11-24,147,h
38.79764,15.19508,2022-12-05,0,h
37.7478,15.00925,2022-12-05,141,h
37.75252,15.01327,2022-12-05,141,h
38.79217,15.21056,2022-12-05,141,h
38.79659,15.2044,2022-12-05,141,h
38.79726,15.20188,2022-12-05,141,h
38.79983,15.20347,2022-12-05,141,h
38.79986,15.21361,2022-12-05,141,h
38.80196,15.20573,2022-12-05,141,h
38.8019,15.206,2022-12-06,121,h
38.79754,15.20842,2022-12-09,26,h
38.79353,15.208,2022-12-09,206,h
38.79727,15.20745,2022-12-09,206,h
38.79928,15.21431,2022-12-09,206,h
38.8008,15.20982,2022-12-09,206,h
38.79623,15.21673,2022-12-16,1255,h
37.75336,15.01205,2022-12-20,200,h
37.75472,15.01075,2022-12-21,143,h
37.75299,15.03498,2022-12-21,1301,h
37.74915,15.02445,2022-12-26,7,h
37.75435,15.02874,2022-12-26,7,h
37.75475,15.00662,2022-12-26,147,h
38.79588,15.21478,2022-12-26,147,h
37.74817,15.01924,2022-12-26,2348,h
37.7483,15.0108,2022-12-26,2348,h
37.75523,15.01118,2022-12-26,2348,h
37.74261,15.03172,2022-12-31,153,h
37.75376,15.03117,2022-12-31,153,h
37.7543,15.00611,2022-12-31,153,h
37.75604,15.01019,2022-12-31,153,h
37.7496,15.03266,2023-01-01,1255,h
37.75555,15.03271,2023-01-02,1057,h
38.7968,15.21083,2023-01-03,58,h
37.75162,15.03386,2023-01-05,200,h
37.75669,15.02677,2023-01-06,2,h
37.75684,15.0234,2023-01-06,2,h
37.75714,15.01616,2023-01-06,2,h
37.75166,15.01861,2023-01-13,1051,h
37.7477,15.02079,2023-01-16,153,h
37.75333,15.01493,2023-01-16,153,h
37.75356,15.02419,2023-01-16,153,h
45.14378,9.94383,2023-02-05,219,h
38.89435,16.27372,2023-02-24,1104,h
38.89511,16.27395,2023-02-24,1104,h
38.79455,15.20357,2023-02-28,7,h
38.7911,15.21207,2023-02-28,147,h
38.7957,15.21473,2023-02-28,147,h
38.79017,15.21158,2023-03-26,202,h
38.79481,15.20803,2023-03-26,202,h
38.79743,15.21176,2023-03-26,202,h
40.80004,8.68895,2023-03-26,1323,h
44.28181,7.64531,2023-04-01,1132,h
44.28226,7.6447,2023-04-01,1132,h
37.94071,16.04394,2023-04-13,1104,h
45.14602,9.94181,2023-04-15,224,h
38.38441,16.18667,2023-04-29,1246,h
44.93962,7.50947,2023-05-02,1331,h
37.76978,12.54518,2023-05-04,1253,h
37.77277,12.54615,2023-05-04,1253,h
45.46239,10.45679,2023-05-23,33,h
45.45875,10.45675,2023-05-25,1259,h
45.46328,10.45594,2023-06-08,213,h
39.08049,8.5312,2023-06-08,1155,h
39.41155,16.25161,2023-06-11,1238,h
39.08218,9.01896,2023-06-15,1123,h
36.98117,14.41949,2023-06-16,1244,h
37.39257,15.05451,2023-06-21,1110,h
37.39339,15.05323,2023-06-21,1110,h
39.53799,8.75509,2023-06-21,1113,h
37.01327,14.35482,2023-06-21,1251,h
40.98341,16.92869,2023-06-22,1232,h
44.93887,7.51093,2023-06-23,1217,h
41.76606,15.30389,2023-06-24,213,h
44.89575,10.48562,2023-06-26,1117,h
37.26559,14.38006,2023-06-26,1255,h
37.26577,14.38541,2023-06-26,1255,h
37.26605,14.38375,2023-06-26,1255,h
40.44664,17.38546,2023-06-27,1058,h
37.09849,14.20366,2023-07-02,1104,h
41.65976,15.45518,2023-07-03,1045,h
37.50237,14.80339,2023-07-03,1225,h
37.36385,13.47542,2023-07-06,1310,h
36.84772,14.76499,2023-07-07,1251,h
40.19703,18.21007,2023-07-08,1051,h
41.52584,15.862,2023-07-08,1051,h
41.52752,15.8584,2023-07-08,1051,h
41.5292,15.86396,2023-07-08,1051,h
41.5315,15.85901,2023-07-08,1051,h
37.58832,14.00187,2023-07-08,1232,h
45.14487,9.94116,2023-07-10,213,h
37.31354,14.44579,2023-07-12,1117,h
45.14495,9.94417,2023-07-12,1117,h
45.1458,9.94248,2023-07-12,1117,h
37.26929,14.4243,2023-07-12,1255,h
37.27553,14.42635,2023-07-12,1255,h
37.2894,14.00854,2023-07-12,1255,h
37.98362,12.61657,2023-07-12,1257,h
40.95584,16.85564,2023-07-12,1257,h
41.08415,16.83544,2023-07-12,1257,h
41.08711,16.83618,2023-07-12,1257,h
41.43703,15.78335,2023-07-12,1257,h
37.23727,14.55841,2023-07-13,1058,h
41.38856,15.55401,2023-07-13,1058,h
41.39164,15.56242,2023-07-13,1240,h
41.39247,15.5606,2023-07-13,1240,h
41.54002,15.58044,2023-07-13,1240,h
41.69052,15.85025,2023-07-13,1240,h
41.69565,15.84561,2023-07-13,1240,h
41.69614,15.85501,2023-07-13,1240,h
41.70075,15.84056,2023-07-13,1240,h
41.70147,15.8542,2023-07-13,1240,h
41.70425,15.85025,2023-07-13,1240,h
41.42375,15.87373,2023-07-14,1219,h
41.42519,15.87557,2023-07-14,1219,h
37.41895,14.78066,2023-07-15,1200,h
39.94817,18.38456,2023-07-16,1142,h
37.94587,12.9438,2023-07-17,3,h
37.94319,12.96239,2023-07-17,1121,h
37.94509,12.94845,2023-07-17,1121,h
37.94684,12.96257,2023-07-17,1121,h
37.94753,12.95785,2023-07-17,1121,h
37.95119,12.95802,2023-07-17,1121,h
37.94526,12.94663,2023-07-17,1304,h
37.94542,12.9512,2023-07-17,1304,h
37.18064,14.07959,2023-07-18,1102,h
37.24728,13.7826,2023-07-18,1102,h
37.24786,13.77937,2023-07-18,1102,h
37.40508,13.32131,2023-07-18,1102,h
37.5414,14.59361,2023-07-18,1102,h
37.54309,14.5995,2023-07-18,1102,h
37.5992,13.24154,2023-07-18,1104,h
39.09264,17.10338,2023-07-18,1104,h
40.00895,18.32616,2023-07-18,1104,h
41.33265,15.61927,2023-07-18,1104,h
41.42207,15.955,2023-07-18,1104,h
36.97619,15.21723,2023-07-18,1244,h
37.04984,14.4107,2023-07-18,1244,h
37.07986,14.39227,2023-07-18,1244,h
37.08034,14.39961,2023-07-18,1244,h
37.17435,14.07623,2023-07-18,1244,h
37.20206,13.9791,2023-07-18,1244,h
37.2034,13.97947,2023-07-18,1244,h
37.22221,14.21722,2023-07-18,1244,h
37.23834,14.49255,2023-07-18,1244,h
37.23856,14.49596,2023-07-18,1244,h
37.23901,14.49237,2023-07-18,1244,h
37.23921,14.49577,2023-07-18,1244,h
37.24398,14.4988,2023-07-18,1244,h
37.24461,14.4986,2023-07-18,1244,h
37.24897,14.49498,2023-07-18,1244,h
37.2492,14.48783,2023-07-18,1244,h
37.24962,14.49476,2023-07-18,1244,h
37.25437,14.48681,2023-07-18,1244,h
37.25481,14.49409,2023-07-18,1244,h
37.5974,13.2165,2023-07-18,1244,h
37.6022,13.21505,2023-07-18,1244,h
37.8903,15.29427,2023-07-18,1244,h
39.91629,18.3175,2023-07-18,1246,h
39.91633,18.31516,2023-07-18,1246,h
39.98798,18.32962,2023-07-18,1246,h
39.99356,18.32684,2023-07-18,1246,h
39.99368,18.33376,2023-07-18,1246,h
39.99446,18.32953,2023-07-18,1246,h
39.99463,18.33644,2023-07-18,1246,h
40.00005,18.32669,2023-07-18,1246,h
40.00096,18.32941,2023-07-18,1246,h
40.00829,18.42511,2023-07-18,1246,h
40.12199,18.0107,2023-07-18,1246,h
40.12337,18.00925,2023-07-18,1246,h
40.39147,18.15366,2023-07-18,1246,h
40.61359,16.90637,2023-07-18,1246,h
40.61367,16.90273,2023-07-18,1246,h
40.83906,16.32076,2023-07-18,1246,h
41.63587,15.66542,2023-07-19,1045,h
41.63626,15.66729,2023-07-19,1045,h
41.41788,15.7714,2023-07-19,1225,h
41.639,15.65908,2023-07-19,1225,h
41.63947,15.66491,2023-07-19,1225,h
41.63993,15.67076,2023-07-19,1225,h
37.15183,14.07602,2023-07-20,1206,h
37.15185,14.05901,2023-07-20,1206,h
37.25222,14.00584,2023-07-20,1206,h
41.0717,15.72138,2023-07-21,1147,h
37.31048,14.27912,2023-07-21,1149,h
37.71658,13.17892,2023-07-22,147,h
37.71891,13.18314,2023-07-22,147,h
37.72005,13.17882,2023-07-22,147,h
37.96576,15.77124,2023-07-22,1128,h
37.9668,15.77609,2023-07-22,1128,h
38.09228,15.76494,2023-07-22,1128,h
37.18533,14.24564,2023-07-22,1310,h
37.18541,14.25255,2023-07-22,1310,h
39.57258,16.52096,2023-07-22,2348,h
39.57307,16.52353,2023-07-22,2348,h
36.87771,14.9557,2023-07-23,1110,h
37.1616,14.4704,2023-07-23,1110,h
37.16735,14.47217,2023-07-23,1110,h
37.31911,14.50044,2023-07-23,1110,h
37.32343,14.49392,2023-07-23,1110,h
37.32465,14.49837,2023-07-23,1110,h
37.33567,14.1798,2023-07-23,1110,h
37.3547,13.52961,2023-07-23,1110,h
37.35536,13.52334,2023-07-23,1110,h
37.35661,13.52769,2023-07-23,1110,h
37.4197,14.86858,2023-07-23,1110,h
37.42427,14.2989,2023-07-23,1110,h
37.42847,14.29174,2023-07-23,1110,h
37.8272,12.82191,2023-07-23,1110,h
37.828,12.82434,2023-07-23,1110,h
37.86091,13.12198,2023-07-23,1110,h
37.9487,12.64699,2023-07-23,1110,h
37.96286,12.585,2023-07-23,1110,h
37.96291,12.58173,2023-07-23,1110,h
38.05733,15.73142,2023-07-23,1110,h
38.05743,15.73122,2023-07-23,1110,h
36.87629,14.95579,2023-07-23,1251,h
36.87663,14.95596,2023-07-23,1251,h
37.23287,14.40357,2023-07-23,1251,h
37.2692,14.03629,2023-07-23,1251,h
37.31814,13.63596,2023-07-23,1251,h
37.3254,14.49696,2023-07-23,1251,h
37.3303,14.48078,2023-07-23,1251,h
37.33599,14.48044,2023-07-23,1251,h
37.38463,13.45479,2023-07-23,1251,h
37.39,13.45418,2023-07-23,1251,h
37.41884,14.28834,2023-07-23,1251,h
37.41905,14.29261,2023-07-23,1251,h
37.42444,14.2874,2023-07-23,1251,h
37.42465,14.29164,2023-07-23,1251,h
37.42537,14.30579,2023-07-23,1251,h
37.49057,14.08142,2023-07-23,1251,h
37.66837,15.16794,2023-07-23,1251,h
37.85057,12.739,2023-07-23,1251,h
37.92183,13.04098,2023-07-23,1251,h
37.93473,12.64919,2023-07-23,1251,h
37.94934,12.63308,2023-07-23,1251,h
37.9504,15.8118,2023-07-23,1251,h
37.95545,12.64782,2023-07-23,1251,h
38.05749,15.72924,2023-07-23,1251,h
38.05772,15.72958,2023-07-23,1251,h
40.99882,15.95578,2023-07-23,1253,h
41.00143,15.95319,2023-07-23,1253,h
45.71295,11.39437,2023-07-23,1253,h
45.71349,11.39086,2023-07-23,1253,h
45.71368,11.39531,2023-07-23,1253,h
37.48515,14.34674,2023-07-24,1051,h
37.48917,14.34389,2023-07-24,1051,h
37.49165,14.35153,2023-07-24,1051,h
37.49414,14.35916,2023-07-24,1051,h
37.50065,14.35528,2023-07-24,1051,h
37.50303,14.36261,2023-07-24,1051,h
37.54271,14.76764,2023-07-24,1051,h
37.5453,14.77575,2023-07-24,1051,h
38.16052,15.69999,2023-07-24,1051,h
40.1403,18.32314,2023-07-24,1051,h
40.20583,18.23538,2023-07-24,1051,h
40.236,18.00105,2023-07-24,1051,h
40.23769,17.99593,2023-07-24,1051,h
40.91619,16.19708,2023-07-24,1051,h
41.46005,15.42157,2023-07-24,1051,h
41.62777,15.48862,2023-07-24,1051,h
36.68088,15.12744,2023-07-24,1232,h
37.36911,14.02987,2023-07-24,1232,h
37.42013,14.12913,2023-07-24,1232,h
37.42213,14.1034,2023-07-24,1232,h
37.42889,13.71762,2023-07-24,1232,h
37.49321,14.35917,2023-07-24,1232,h
37.49708,14.35355,2023-07-24,1232,h
37.51715,14.77828,2023-07-24,1232,h
37.54419,14.77963,2023-07-24,1232,h
37.56103,14.92027,2023-07-24,1232,h
37.56309,14.92266,2023-07-24,1232,h
37.85426,13.80382,2023-07-24,1232,h
37.85808,13.79899,2023-07-24,1232,h
37.95348,13.26889,2023-07-24,1232,h
38.13199,13.11483,2023-07-24,1232,h
38.13528,13.10627,2023-07-24,1232,h
38.13942,13.10625,2023-07-24,1232,h
38.16418,15.69584,2023-07-24,1232,h
39.26696,8.87363,2023-07-24,1232,h
39.2704,8.87291,2023-07-24,1232,h
39.27293,8.87915,2023-07-24,1232,h
40.68644,16.36967,2023-07-24,1232,h
37.94001,12.83075,2023-07-25,52,h
38.03393,13.28649,2023-07-25,52,h
38.07396,13.35106,2023-07-25,52,h
38.13843,12.77463,2023-07-25,52,h
38.15698,13.27699,2023-07-25,52,h
38.16113,12.76417,2023-07-25,52,h
38.17345,13.28458,2023-07-25,52,h
38.17746,13.28084,2023-07-25,52,h
38.1803,13.28573,2023-07-25,52,h
38.18089,13.28138,2023-07-25,52,h
38.18434,13.28185,2023-07-25,52,h
38.18715,13.28686,2023-07-25,52,h
38.25718,15.54842,2023-07-25,52,h
36.79848,12.04032,2023-07-25,1212,h
36.80177,12.03956,2023-07-25,1212,h
37.05151,15.11591,2023-07-25,1212,h
37.05214,15.12098,2023-07-25,1212,h
37.18107,15.14958,2023-07-25,1212,h
37.184,15.14384,2023-07-25,1212,h
37.24506,15.08072,2023-07-25,1212,h
37.248,15.08259,2023-07-25,1212,h
37.24986,15.09012,2023-07-25,1212,h
37.2509,14.24634,2023-07-25,1212,h
37.26401,15.09505,2023-07-25,1212,h
37.26522,15.10503,2023-07-25,1212,h
37.54856,15.03997,2023-07-25,1214,h
37.55209,15.0392,2023-07-25,1214,h
37.56758,15.1346,2023-07-25,1214,h
37.57314,15.13573,2023-07-25,1214,h
37.6317,13.67328,2023-07-25,1214,h
37.67542,14.11295,2023-07-25,1214,h
37.67604,14.11772,2023-07-25,1214,h
37.72257,15.20995,2023-07-25,1214,h
37.72437,15.13402,2023-07-25,1214,h
37.72504,15.13953,2023-07-25,1214,h
37.76545,15.20163,2023-07-25,1214,h
37.76902,15.20088,2023-07-25,1214,h
37.77679,15.20464,2023-07-25,1214,h
37.80304,13.88619,2023-07-25,1214,h
37.8099,13.88502,2023-07-25,1214,h
37.84169,13.78814,2023-07-25,1214,h
37.84513,13.7877,2023-07-25,1214,h
37.84575,13.79241,2023-07-25,1214,h
37.84795,13.7826,2023-07-25,1214,h
37.85079,13.77757,2023-07-25,1214,h
37.85139,13.78214,2023-07-25,1214,h
37.87276,13.06177,2023-07-25,1214,h
37.87737,13.81986,2023-07-25,1214,h
37.88368,13.04092,2023-07-25,1214,h
37.88461,13.8482,2023-07-25,1214,h
37.88803,13.84754,2023-07-25,1214,h
37.91747,13.83133,2023-07-25,1214,h
37.92091,13.83078,2023-07-25,1214,h
37.96115,13.30183,2023-07-25,1214,h
37.96953,13.99456,2023-07-25,1214,h
37.97044,13.99254,2023-07-25,1214,h
37.97107,13.99731,2023-07-25,1214,h
37.99089,13.99646,2023-07-25,1214,h
37.99097,14.02415,2023-07-25,1214,h
37.99326,14.01461,2023-07-25,1214,h
37.99434,13.99581,2023-07-25,1214,h
37.99502,14.02823,2023-07-25,1214,h
37.99566,14.03323,2023-07-25,1214,h
37.99911,14.03265,2023-07-25,1214,h
38.00257,14.03213,2023-07-25,1214,h
38.01438,15.3311,2023-07-25,1214,h
38.03882,13.18296,2023-07-25,1214,h
38.0435,13.19174,2023-07-25,1214,h
38.09225,15.71385,2023-07-25,1214,h
38.09316,15.7876,2023-07-25,1214,h
38.10097,14.99451,2023-07-25,1214,h
38.10101,15.79056,2023-07-25,1214,h
38.10169,15.01771,2023-07-25,1214,h
38.1029,13.26531,2023-07-25,1214,h
38.1032,15.71146,2023-07-25,1214,h
38.10353,13.26997,2023-07-25,1214,h
38.10452,14.99382,2023-07-25,1214,h
38.10461,15.02496,2023-07-25,1214,h
38.10513,14.99889,2023-07-25,1214,h
38.10523,15.03015,2023-07-25,1214,h
38.10575,15.00402,2023-07-25,1214,h
38.10625,13.26439,2023-07-25,1214,h
38.10698,15.01428,2023-07-25,1214,h
38.1075,13.27364,2023-07-25,1214,h
38.10752,14.98852,2023-07-25,1214,h
38.10813,13.27831,2023-07-25,1214,h
38.10816,15.02418,2023-07-25,1214,h
38.10877,15.02929,2023-07-25,1214,h
38.10933,15.00357,2023-07-25,1214,h
38.11233,15.02856,2023-07-25,1214,h
38.11484,13.27662,2023-07-25,1214,h
38.13842,16.09078,2023-07-25,1214,h
38.13903,16.09621,2023-07-25,1214,h
38.14212,16.08981,2023-07-25,1214,h
38.14272,16.09528,2023-07-25,1214,h
38.14582,16.08889,2023-07-25,1214,h
38.15504,15.70667,2023-07-25,1214,h
38.15994,15.71653,2023-07-25,1214,h
38.26129,15.53675,2023-07-25,1214,h
38.26393,15.5338,2023-07-25,1214,h
38.26757,15.53316,2023-07-25,1214,h
38.2686,15.53556,2023-07-25,1214,h
38.28104,15.55323,2023-07-25,1214,h
38.28471,15.55281,2023-07-25,1214,h
39.49937,16.36794,2023-07-25,1214,h
40.25243,18.1952,2023-07-25,1214,h
37.96015,15.34235,2023-07-26,33,h
37.14766,14.9768,2023-07-26,35,h
40.07262,18.35178,2023-07-27,1136,h
39.97947,9.57663,2023-07-27,1316,h
43.84492,7.53513,2023-07-27,1318,h
44.93681,7.51278,2023-07-27,1318,h
37.20729,15.16955,2023-07-28,137,h
40.45655,17.2775,2023-07-28,1119,h
39.60598,8.8598,2023-07-28,1257,h
41.78321,12.61062,2023-07-29,1058,h
41.78393,12.60756,2023-07-29,1058,h
41.13505,15.78603,2023-07-29,1240,h
41.8005,15.11287,2023-07-29,1240,h
40.34708,17.65197,2023-07-30,1041,h
40.66442,17.62555,2023-07-30,1041,h
40.66491,17.62647,2023-07-30,1041,h
37.47445,13.50166,2023-07-30,1219,h
37.20757,13.91959,2023-07-31,1200,h
37.20827,13.92393,2023-07-31,1200,h
39.24638,9.20028,2023-08-01,1323,h
37.16388,14.16263,2023-08-02,1121,h
37.16595,14.16813,2023-08-02,1121,h
37.16212,14.18355,2023-08-02,1304,h
37.16231,14.19073,2023-08-02,1304,h
37.1819,14.18192,2023-08-02,1304,h
37.18208,14.18863,2023-08-02,1304,h
37.18866,14.18761,2023-08-02,1304,h
37.40904,13.98048,2023-08-02,1304,h
37.41401,13.98448,2023-08-02,1304,h
37.95445,12.61118,2023-08-02,1304,h
39.33562,8.92585,2023-08-02,1304,h
37.68608,15.16961,2023-08-03,1104,h
37.68792,15.16914,2023-08-03,1104,h
38.93748,17.06834,2023-08-03,1104,h
40.68071,16.74974,2023-08-03,1104,h
40.68167,16.75347,2023-08-03,1104,h
41.02436,16.00472,2023-08-03,1104,h
41.24068,15.80399,2023-08-03,1104,h
41.64414,15.50182,2023-08-03,1104,h
41.65335,15.55663,2023-08-03,1104,h
37.30338,14.03875,2023-08-03,1244,h
37.30843,14.03761,2023-08-03,1244,h
37.5731,14.30463,2023-08-03,1244,h
40.45054,17.30556,2023-08-03,1246,h
40.45182,17.30736,2023-08-03,1246,h
40.45675,17.30534,2023-08-03,1246,h
40.8076,16.56402,2023-08-03,1246,h
40.81337,16.55752,2023-08-03,1246,h
40.81357,16.56322,2023-08-03,1246,h
41.00279,15.75262,2023-08-03,1246,h
41.00336,15.75485,2023-08-03,1246,h
41.10048,15.58931,2023-08-03,1246,h
41.10133,15.5904,2023-08-03,1246,h
39.06676,17.10346,2023-08-04,1045,h
39.06764,17.10482,2023-08-04,1045,h
40.92467,16.13134,2023-08-04,1045,h
40.92542,16.12922,2023-08-04,1045,h
41.45853,15.36167,2023-08-04,1045,h
41.54027,15.55293,2023-08-04,1045,h
41.82032,15.12936,2023-08-04,1045,h
39.34619,9.55963,2023-08-06,26,h
39.849,9.50889,2023-08-06,206,h
39.27342,9.5668,2023-08-06,1147,h
39.12606,8.47481,2023-08-06,1329,h
39.13273,8.47441,2023-08-06,1329,h
39.13293,8.47461,2023-08-06,1329,h
39.22974,9.20946,2023-08-06,1329,h
39.23686,9.20916,2023-08-06,1329,h
39.27528,9.58637,2023-08-06,1329,h
39.27606,9.58513,2023-08-06,1329,h
39.28251,9.5861,2023-08-06,1329,h
39.28327,9.56452,2023-08-06,1329,h
39.28329,9.58481,2023-08-06,1329,h
40.60264,9.74,2023-08-06,1329,h
40.60335,9.74144,2023-08-06,1329,h
40.60341,9.73104,2023-08-06,1329,h
40.60995,9.75006,2023-08-06,1329,h
40.60996,9.73917,2023-08-06,1329,h
40.60997,9.72041,2023-08-06,1329,h
40.61062,9.75148,2023-08-06,1329,h
40.61068,9.74062,2023-08-06,1329,h
40.61077,9.72179,2023-08-06,1329,h
40.61082,9.71194,2023-08-06,1329,h
40.61728,9.73023,2023-08-06,1329,h
40.618,9.7412,2023-08-06,1329,h
40.61804,9.73159,2023-08-06,1329,h
40.61814,9.71177,2023-08-06,1329,h
44.93555,7.51158,2023-08-06,1331,h
41.7907,15.1821,2023-08-07,145,h
41.79196,15.17759,2023-08-07,145,h
41.79706,15.18013,2023-08-07,145,h
37.04877,15.10024,2023-08-07,1128,h
39.18195,9.56818,2023-08-07,1130,h
37.66243,13.11468,2023-08-07,1310,h
37.66311,13.11272,2023-08-07,1310,h
37.09517,14.40152,2023-08-08,1110,h
37.09689,14.40284,2023-08-08,1110,h
39.07003,17.00362,2023-08-08,1253,h
39.07133,17.00122,2023-08-08,1253,h
40.88303,16.20679,2023-08-09,1051,h
41.75771,15.35714,2023-08-09,1051,h
37.89239,13.12583,2023-08-09,1232,h
40.27594,16.72542,2023-08-09,1232,h
40.27827,16.72413,2023-08-09,1232,h
40.63173,16.8314,2023-08-10,1034,h
40.63405,16.82944,2023-08-10,1034,h
37.37858,14.48661,2023-08-12,1136,h
37.05328,15.14662,2023-08-13,1117,h
37.25623,14.58247,2023-08-13,1117,h
37.25718,14.58618,2023-08-13,1117,h
37.26381,14.00278,2023-08-13,1117,h
37.27196,14.00127,2023-08-13,1117,h
41.24848,15.61548,2023-08-13,1119,h
37.02522,14.49523,2023-08-13,1255,h
37.85058,13.09391,2023-08-13,1257,h
41.75074,15.0604,2023-08-13,1257,h
37.40371,14.62363,2023-08-14,1058,h
37.82518,12.91911,2023-08-14,1058,h
37.83164,12.91543,2023-08-14,1058,h
39.74339,16.14737,2023-08-14,1058,h
39.74507,16.14909,2023-08-14,1058,h
40.93087,15.92764,2023-08-14,1058,h
40.93221,15.93232,2023-08-14,1058,h
40.93317,15.92519,2023-08-14,1058,h
40.93449,15.9299,2023-08-14,1058,h
40.93626,15.92515,2023-08-14,1058,h
41.0178,15.72671,2023-08-14,1058,h
41.64536,15.49028,2023-08-14,1240,h
41.71375,15.10535,2023-08-14,1240,h
